date,0_5,6_12,13_19,20_29,30_39,40_49,50_59,60_69,70_79,80_89
2020-04-28,0,0,0,1,1,3,4,0,1,3
2020-04-29,0,0,0,0,0,0,3,2,0,0
2020-04-30,0,0,0,1,1,1,2,0,2,0
2020-05-01,0,0,0,0,0,2,0,0,1,0
2020-05-02,0,0,0,0,0,0,2,0,0,0
2020-05-03,0,0,0,0,0,0,0,0,1,1
2020-05-04,0,0,0,2,0,1,0,0,0,1
2020-05-05,0,0,2,0,0,1,2,1,1,3
2020-05-06,0,0,0,1,0,0,0,0,0,1
2020-05-07,0,0,0,3,1,0,4,0,1,0
2020-05-08,0,0,0,0,1,1,0,0,0,1
2020-05-09,0,1,0,0,0,0,0,0,0,1
2020-05-10,1,0,0,0,0,1,0,0,0,0
2020-05-11,0,1,0,0,1,0,0,0,1,0
2020-05-12,0,0,1,0,0,0,1,0,1,0
2020-05-13,0,0,0,0,0,1,0,0,0,1
2020-05-14,0,0,0,0,0,0,0,0,0,0
2020-05-15,0,0,0,0,0,1,1,0,0,4
2020-05-16,0,0,1,0,0,0,1,0,1,1
2020-05-17,0,0,0,0,1,0,0,1,0,0
2020-05-18,0,0,0,0,0,0,0,0,0,0
2020-05-19,0,0,0,0,0,0,0,0,0,0
2020-05-20,0,0,0,0,0,1,0,0,0,0
2020-05-21,0,0,0,0,0,0,0,1,0,0
2020-05-22,0,0,0,0,0,0,2,0,0,0
2020-05-23,0,0,0,1,0,0,0,0,0,0
2020-05-24,0,0,0,0,0,0,0,0,0,0
2020-05-25,0,0,0,0,0,0,1,0,0,0
2020-05-26,0,0,0,0,0,0,1,0,0,0
2020-05-27,0,0,0,0,0,0,0,0,0,0
2020-05-28,0,0,0,0,0,1,0,0,0,0
2020-05-29,0,0,0,0,0,0,0,0,0,0
2020-05-30,0,0,0,0,0,0,1,0,0,0
2020-05-31,0,0,0,0,0,0,0,0,0,0
2020-06-01,0,0,0,0,0,0,0,0,0,0
2020-06-02,0,0,0,0,0,0,0,0,0,0
2020-06-03,0,0,0,0,0,0,0,0,1,0
2020-06-04,0,0,1,0,0,1,1,0,0,0
2020-06-05,0,0,0,1,0,0,0,1,0,0
2020-06-06,0,0,0,0,0,0,0,0,0,0
2020-06-07,0,0,0,0,0,0,0,0,0,0
2020-06-08,0,0,0,0,0,0,0,0,0,0
2020-06-09,0,0,0,2,0,0,0,0,0,0
2020-06-10,0,0,0,0,0,1,1,0,0,0
2020-06-11,0,0,0,0,0,0,0,1,0,0
2020-06-12,0,0,0,1,0,0,0,0,0,1
2020-06-13,0,0,0,0,0,0,0,0,0,0
2020-06-14,0,0,0,0,0,0,0,0,0,0
2020-06-15,0,0,0,0,0,0,0,0,0,0
2020-06-16,0,0,0,0,2,0,0,0,0,0
2020-06-17,0,0,0,0,0,0,0,1,0,0
2020-06-18,0,0,0,0,1,1,0,0,0,0
2020-06-19,0,1,0,0,0,0,0,0,0,0
2020-06-20,4,4,1,2,2,0,0,0,0,0
2020-06-21,0,0,0,0,0,0,0,0,0,0
2020-06-22,0,0,0,0,0,0,0,1,0,0
2020-06-23,0,0,0,0,0,0,0,0,0,0
2020-06-24,0,0,0,0,0,0,0,0,0,0
2020-06-25,0,0,0,0,0,0,0,0,0,0
2020-06-26,0,0,0,0,0,1,1,0,0,1
2020-06-27,0,0,0,0,1,0,1,0,0,0
2020-06-28,0,0,0,0,0,0,0,0,0,0
2020-06-29,0,0,0,0,0,1,2,0,0,0
2020-06-30,0,0,0,0,0,0,0,0,0,0
2020-07-01,0,0,0,1,1,0,0,0,0,0
2020-07-02,0,0,0,1,0,0,0,0,0,0
2020-07-03,0,0,0,0,1,1,0,0,0,0
2020-07-04,0,0,0,0,0,0,0,0,0,0
2020-07-05,0,0,0,0,0,0,0,0,0,0
2020-07-06,0,0,0,0,0,1,1,1,0,0
2020-07-07,0,0,0,1,0,0,0,0,1,0
2020-07-08,0,2,1,0,1,0,0,2,0,0
2020-07-09,0,0,0,2,1,0,0,1,0,0
2020-07-10,0,0,0,1,1,0,0,1,0,0
2020-07-11,0,0,0,1,1,0,0,0,0,1
2020-07-12,1,1,0,1,1,0,0,1,1,0
2020-07-13,2,0,0,0,1,0,0,0,0,0
2020-07-14,0,0,0,0,1,0,0,0,0,0
2020-07-15,0,0,0,1,1,0,1,0,0,0
2020-07-16,1,1,0,0,0,0,0,0,0,0
2020-07-17,0,0,0,0,1,0,0,0,0,0
2020-07-18,0,1,0,0,0,0,0,0,0,0
2020-07-19,0,0,0,0,0,0,0,0,0,0
2020-07-20,0,0,0,1,0,0,0,0,0,0
2020-07-21,0,0,0,0,1,1,0,0,0,0
2020-07-22,0,0,0,1,1,1,0,0,0,0
2020-07-23,0,1,0,1,1,1,1,0,0,0
2020-07-24,0,0,0,0,0,2,2,0,0,0
2020-07-25,0,0,0,1,0,0,1,0,0,0
2020-07-26,0,0,0,0,1,0,0,0,0,0
2020-07-27,2,0,0,1,0,3,2,0,0,0
2020-07-28,0,0,0,1,2,1,3,0,0,0
2020-07-29,0,2,1,3,2,3,0,1,0,0
2020-07-30,1,2,2,1,1,1,3,1,0,0
2020-07-31,0,0,0,3,1,1,2,0,0,0
2020-08-01,0,0,1,0,0,1,0,0,1,0
2020-08-02,0,0,0,0,0,0,1,0,0,0
2020-08-03,0,0,0,1,0,3,0,3,0,0
2020-08-04,0,1,1,4,1,0,0,3,0,0
2020-08-05,1,2,3,0,0,1,0,1,0,0
2020-08-06,0,0,0,0,0,1,4,0,0,1
2020-08-07,0,1,1,2,1,2,0,0,0,0
2020-08-08,0,0,0,1,1,0,0,0,0,0
2020-08-09,0,0,0,0,0,0,0,0,0,0
2020-08-10,0,0,0,0,1,0,1,0,0,0
2020-08-11,0,0,0,1,0,1,0,0,0,0
2020-08-12,0,0,2,1,0,1,1,2,2,0
2020-08-13,0,0,0,3,0,0,1,0,0,0
2020-08-14,1,0,2,1,2,2,0,0,0,0
2020-08-15,0,0,0,1,1,1,1,0,0,0
2020-08-16,0,0,0,0,0,0,0,0,0,0
2020-08-17,1,1,2,2,1,4,2,2,0,0
2020-08-18,0,1,1,3,1,1,2,0,1,0
2020-08-19,0,1,0,2,1,2,2,0,0,1
2020-08-20,1,2,1,5,3,2,5,2,0,1
2020-08-21,0,1,1,6,6,1,3,3,1,0
2020-08-22,0,0,1,1,0,1,1,1,0,0
2020-08-23,0,0,0,0,0,0,0,1,0,0
2020-08-24,0,0,1,3,2,1,5,1,0,0
2020-08-25,1,1,1,2,2,1,0,2,0,0
2020-08-26,0,0,1,1,1,4,0,0,0,0
2020-08-27,0,1,0,2,0,1,1,0,0,0
2020-08-28,1,2,2,1,3,2,0,0,0,0
2020-08-29,0,1,1,1,0,2,2,0,2,0
2020-08-30,0,0,0,0,0,0,0,0,0,0
2020-08-31,0,0,3,1,3,4,0,1,1,0
2020-09-01,0,0,1,0,2,5,3,0,0,0
2020-09-02,1,0,1,5,5,1,0,0,0,0
2020-09-03,0,0,3,1,0,0,0,0,0,2
2020-09-04,0,1,2,1,2,1,2,0,1,0
2020-09-05,0,1,0,1,1,3,2,0,0,0
2020-09-06,0,0,0,0,0,0,1,0,0,0
2020-09-07,2,0,1,2,2,3,0,0,0,0
2020-09-08,3,1,0,7,3,5,6,0,0,0
2020-09-09,0,0,1,6,2,5,2,1,0,0
2020-09-10,2,0,5,12,11,14,8,2,0,0
2020-09-11,3,0,3,8,5,3,6,1,0,0
2020-09-12,0,1,1,1,1,3,1,2,1,0
2020-09-13,0,0,0,0,0,0,1,0,0,0
2020-09-14,0,0,6,14,12,14,9,1,1,0
2020-09-15,0,1,4,2,7,4,9,2,0,0
2020-09-16,0,0,2,3,5,8,6,1,0,0
2020-09-17,1,0,2,5,4,3,5,3,1,0
2020-09-18,1,0,3,8,2,5,4,1,2,0
2020-09-19,0,1,1,1,0,2,1,3,2,0
2020-09-20,0,0,0,0,0,1,0,1,0,0
2020-09-21,1,2,3,6,4,7,3,0,0,1
2020-09-22,0,3,4,9,7,7,6,2,2,0
2020-09-23,2,2,11,7,11,9,5,1,0,0
2020-09-24,2,1,2,3,4,6,3,2,1,2
2020-09-25,2,0,4,3,5,5,7,1,1,0
2020-09-26,0,1,0,1,3,5,2,1,2,1
2020-09-27,0,0,0,0,1,0,0,1,0,0
2020-09-28,0,1,2,3,3,4,3,1,1,0
2020-09-29,1,4,3,6,5,6,2,0,0,0
2020-09-30,0,1,3,5,3,7,1,1,2,0
2020-10-01,0,0,1,1,2,4,1,0,0,0
2020-10-02,1,3,6,6,6,10,11,10,2,2
2020-10-03,0,1,0,3,2,2,4,1,1,0
2020-10-04,0,0,0,1,1,3,2,1,0,2
2020-10-05,3,11,10,6,1,9,3,6,6,2
2020-10-06,4,6,4,4,7,8,15,3,6,4
2020-10-07,2,17,4,10,10,14,11,5,11,3
2020-10-08,1,2,8,15,9,19,13,7,7,4
2020-10-09,5,3,9,13,7,11,21,17,4,5
2020-10-10,0,8,9,3,3,8,11,5,3,1
2020-10-11,0,0,0,1,2,0,0,2,1,3
2020-10-12,7,11,44,22,16,21,21,15,7,8
2020-10-13,2,5,10,10,13,10,17,8,3,6
2020-10-14,2,14,23,23,25,20,46,11,11,7
2020-10-15,2,6,15,10,18,19,23,12,3,1
2020-10-16,4,7,19,21,21,30,50,23,10,3
2020-10-17,2,20,37,16,20,33,24,15,7,7
2020-10-18,0,1,9,7,6,5,9,5,4,5
2020-10-19,5,23,34,38,26,30,49,22,17,13
2020-10-20,7,31,25,30,39,35,59,18,10,6
2020-10-21,9,21,28,38,40,53,69,31,20,13
2020-10-22,9,23,46,40,41,44,63,19,19,18
2020-10-23,14,48,35,63,41,75,73,29,22,14
2020-10-24,5,39,16,23,15,24,36,13,16,12
2020-10-25,5,37,19,21,9,15,11,12,6,4
2020-10-26,10,20,46,48,29,57,64,19,26,14
2020-10-27,5,54,26,57,59,78,65,34,22,27
2020-10-28,4,34,59,83,60,83,100,56,41,24
2020-10-29,13,18,75,54,81,79,93,46,23,23
2020-10-30,15,11,43,63,58,82,78,34,33,28
2020-10-31,16,36,53,73,63,81,100,39,31,43
2020-11-01,1,6,9,9,9,18,26,15,15,20
2020-11-02,11,37,52,81,79,105,104,38,39,32
2020-11-03,10,48,34,82,95,97,120,65,50,42
2020-11-04,7,34,54,92,86,107,139,75,58,46
2020-11-05,13,41,54,98,86,132,135,60,43,20
2020-11-06,11,19,53,78,77,107,120,64,55,53
2020-11-07,16,47,72,86,91,108,140,75,50,30
2020-11-08,3,1,8,13,8,16,17,9,12,16
2020-11-09,15,40,42,96,86,125,121,66,54,55
2020-11-10,13,40,44,76,70,86,106,70,48,48
2020-11-11,5,23,38,66,78,121,134,47,48,31
2020-11-12,12,18,41,76,76,94,143,70,52,32
2020-11-13,9,37,62,92,87,136,188,100,66,39
2020-11-14,7,32,38,58,59,92,101,52,26,17
2020-11-15,1,2,5,6,9,21,12,8,13,7
2020-11-16,15,35,43,63,67,87,104,48,40,41
2020-11-17,12,32,60,104,93,132,161,97,59,41
2020-11-18,12,33,35,91,95,118,141,78,46,41
2020-11-19,9,20,41,75,98,98,117,56,41,31
2020-11-20,9,31,40,66,62,85,88,26,35,28
2020-11-21,9,22,32,48,37,38,63,21,14,18
2020-11-22,1,5,3,5,5,10,19,8,7,13
2020-11-23,8,32,43,57,49,59,84,38,41,34
2020-11-24,10,9,20,23,34,33,46,25,26,16
2020-11-25,11,26,28,36,44,48,33,32,22,22
2020-11-26,13,27,32,67,58,86,105,47,31,28
2020-11-27,14,24,20,38,41,64,70,26,19,30
2020-11-28,10,19,25,17,30,35,39,16,7,11
2020-11-29,1,0,1,0,3,4,5,1,2,2
2020-11-30,16,23,24,45,35,47,69,26,20,30
2020-12-01,6,21,21,35,34,55,66,25,22,20
2020-12-02,10,16,20,25,37,27,34,21,14,27
2020-12-03,8,23,13,46,40,39,48,29,21,23
2020-12-04,3,16,15,24,45,34,50,20,16,16
2020-12-05,6,15,13,17,26,22,21,16,6,7
2020-12-06,0,0,1,3,2,3,2,2,2,3
2020-12-07,7,15,25,45,42,61,69,24,26,31
2020-12-08,6,4,7,12,13,20,22,7,15,8
2020-12-09,5,18,26,36,37,62,61,22,17,24
2020-12-10,4,13,15,29,31,49,39,15,17,15
2020-12-11,4,25,25,28,29,39,39,21,14,25
2020-12-12,10,18,14,14,21,27,19,9,11,7
2020-12-13,0,0,0,3,4,5,4,0,1,3
2020-12-14,10,19,25,12,28,42,62,42,30,21
2020-12-15,8,11,15,35,32,26,38,15,9,8
2020-12-16,9,17,14,28,26,25,35,20,9,12
2020-12-17,5,13,13,13,18,30,26,16,12,9
2020-12-18,10,26,18,29,31,29,37,30,14,12
2020-12-19,7,16,13,17,21,23,27,16,15,7
2020-12-20,0,1,0,2,4,0,1,1,4,1
2020-12-21,6,11,16,52,34,31,40,11,13,13
2020-12-22,6,15,10,33,31,33,25,22,19,15
2020-12-23,9,19,11,21,29,30,35,19,15,7
2020-12-24,4,6,8,38,23,29,24,22,19,9
2020-12-25,0,0,1,2,1,4,8,7,5,1
2020-12-26,9,21,21,42,33,32,45,23,27,10
2020-12-27,0,1,0,8,6,6,7,9,3,5
2020-12-28,9,19,29,45,30,43,62,39,22,20
2020-12-29,9,7,15,33,32,35,61,23,25,22
2020-12-30,10,17,40,54,57,67,87,53,44,25
2020-12-31,12,16,26,36,40,49,58,34,22,23
2021-01-01,2,0,0,6,5,4,5,5,13,6
2021-01-02,19,29,23,54,53,62,79,38,30,16
2021-01-03,1,0,1,4,8,12,11,6,10,9
2021-01-04,16,29,31,72,69,92,98,64,55,29
2021-01-05,19,23,34,52,51,74,81,49,42,34
2021-01-06,1,4,7,17,10,9,17,18,6,4
2021-01-07,16,44,55,83,66,116,143,89,42,35
2021-01-08,16,38,57,73,50,73,91,55,39,35
2021-01-09,13,20,40,58,25,45,62,27,31,20
2021-01-10,1,0,0,4,6,5,9,2,5,2
2021-01-11,11,27,58,72,60,87,91,47,26,14
2021-01-12,8,15,32,41,29,52,46,36,24,14
2021-01-13,8,35,67,89,52,86,101,48,33,19
2021-01-14,9,19,40,65,45,51,66,41,22,13
2021-01-15,11,25,49,75,63,79,63,48,30,23
2021-01-16,10,23,38,46,45,57,61,47,22,13
2021-01-17,1,1,5,7,7,15,9,6,8,8
2021-01-18,16,32,68,117,89,112,157,72,47,23
2021-01-19,10,19,45,66,84,79,90,70,58,35
2021-01-20,11,42,52,100,78,105,137,83,46,32
2021-01-21,28,23,38,57,77,75,91,68,41,27
2021-01-22,29,41,71,89,95,89,117,93,49,24
2021-01-23,26,19,36,49,32,51,82,42,21,12
2021-01-24,4,3,4,6,13,10,12,12,18,9
2021-01-25,14,34,64,83,88,135,165,93,60,25
2021-01-26,19,22,46,73,68,88,94,65,47,19
2021-01-27,24,46,44,54,64,85,104,67,39,18
2021-01-28,19,35,58,62,76,60,92,65,37,34
2021-01-29,21,62,91,78,72,117,116,88,42,33
2021-01-30,35,37,53,33,43,43,58,35,22,16
2021-01-31,3,4,15,18,26,30,26,13,14,6
2021-02-01,23,65,75,107,101,145,151,99,60,29
2021-02-02,23,45,58,61,81,100,98,70,56,24
2021-02-03,13,55,77,96,92,103,123,76,48,25
2021-02-04,22,63,83,90,86,107,111,73,35,21
2021-02-05,15,50,66,85,93,114,97,73,52,25
2021-02-06,21,43,50,45,37,52,56,42,27,10
2021-02-07,1,9,3,11,18,13,13,11,9,10
2021-02-08,27,58,86,123,135,180,185,103,69,35
2021-02-09,23,58,47,98,90,123,125,76,41,30
2021-02-10,24,52,64,68,94,121,124,60,49,35
2021-02-11,15,46,34,59,65,80,101,55,46,32
2021-02-12,28,44,47,70,72,102,100,65,41,25
2021-02-13,10,21,33,29,40,38,50,22,14,15
2021-02-14,0,15,7,6,13,17,21,20,7,15
2021-02-15,22,50,62,85,95,135,120,57,37,19
2021-02-16,13,32,32,45,67,84,75,34,38,14
2021-02-17,21,41,44,59,67,97,89,51,28,13
2021-02-18,19,27,39,56,59,82,67,37,32,20
2021-02-19,8,30,44,47,53,72,78,39,24,21
2021-02-20,16,33,31,28,52,46,59,28,15,7
2021-02-21,0,0,7,13,18,17,8,6,5,5
2021-02-22,20,41,43,60,70,80,83,52,28,14
2021-02-23,8,18,28,37,40,50,65,25,21,11
2021-02-24,15,26,37,49,46,67,61,27,21,6
2021-02-25,11,23,32,37,30,44,44,25,15,8
2021-02-26,10,36,35,47,36,45,67,30,16,13
2021-02-27,19,30,25,26,27,30,21,19,2,4
2021-02-28,0,0,0,9,8,3,9,3,5,3
2021-03-01,13,31,45,50,41,52,46,31,20,19
2021-03-02,9,16,12,21,22,30,31,29,14,14
2021-03-03,10,21,25,32,18,47,35,21,6,9
2021-03-04,9,24,19,21,25,32,40,18,8,9
2021-03-05,8,18,23,40,39,44,21,14,13,4
2021-03-06,6,16,17,19,20,21,18,15,11,5
2021-03-07,3,0,1,3,8,1,6,4,2,1
2021-03-08,5,18,24,27,33,50,33,16,15,11
2021-03-09,5,17,9,26,21,24,29,17,11,3
2021-03-10,7,21,20,18,25,22,26,11,10,8
2021-03-11,4,14,12,19,9,23,20,14,9,8
2021-03-12,4,21,12,21,35,28,26,14,6,6
2021-03-13,1,8,9,10,11,8,10,7,3,5
2021-03-14,0,2,0,1,5,1,0,0,1,0
2021-03-15,17,19,14,29,33,33,31,15,14,3
2021-03-16,12,14,3,17,23,21,20,15,3,3
2021-03-17,4,14,13,18,28,23,19,13,5,4
2021-03-18,9,10,9,17,7,31,18,8,2,3
2021-03-19,7,14,8,14,24,25,16,9,6,2
2021-03-20,6,5,7,5,10,7,11,6,2,2
2021-03-21,0,0,1,2,1,3,4,2,1,0
2021-03-22,13,9,9,38,31,24,27,18,5,4
2021-03-23,4,11,5,20,23,25,10,6,4,2
2021-03-24,2,9,8,26,33,26,15,9,4,3
2021-03-25,5,18,8,25,22,21,15,13,7,4
2021-03-26,9,14,6,14,21,17,9,10,1,1
2021-03-27,5,3,5,12,12,12,4,3,4,0
2021-03-28,0,1,0,4,6,2,5,3,1,1
2021-03-29,17,15,17,25,22,25,26,9,8,3
2021-03-30,5,18,9,17,7,12,15,3,4,3
2021-03-31,6,12,11,11,20,22,15,14,5,4
2021-04-01,8,4,13,19,15,19,10,12,2,2
2021-04-02,11,17,14,11,18,24,16,13,2,0
2021-04-03,6,13,1,19,5,12,8,5,3,1
2021-04-04,0,2,0,6,3,3,4,6,2,1
2021-04-05,7,6,2,6,7,5,7,4,5,3
2021-04-06,4,7,14,19,10,17,19,6,8,2
2021-04-07,11,12,13,14,16,19,15,10,10,2
2021-04-08,11,10,9,12,14,16,14,3,9,1
2021-04-09,8,13,3,8,7,12,12,3,5,1
2021-04-10,1,4,5,12,5,14,11,7,3,2
2021-04-11,0,0,3,0,1,3,2,2,1,0
2021-04-12,5,15,21,21,16,22,20,13,2,2
2021-04-13,3,16,14,8,7,7,7,4,3,1
2021-04-14,4,3,7,10,14,12,7,6,2,1
2021-04-15,4,5,7,17,14,8,15,5,2,0
2021-04-16,6,12,13,11,15,10,14,10,6,0
2021-04-17,3,1,4,6,2,2,6,4,3,0
2021-04-18,0,0,0,0,0,0,2,0,2,2
2021-04-19,8,9,19,18,20,24,22,7,11,15
2021-04-20,7,9,17,11,12,18,14,7,1,0
2021-04-21,4,14,12,18,6,13,21,7,2,2
2021-04-22,0,9,13,9,13,10,8,5,4,0
2021-04-23,3,10,23,12,10,19,12,6,1,6
2021-04-24,2,3,5,4,10,6,5,4,3,1
2021-04-25,0,0,2,2,1,1,1,3,1,0
2021-04-26,4,19,10,12,12,19,19,7,3,2
2021-04-27,3,9,8,7,10,9,10,9,5,1
2021-04-28,4,6,11,9,13,18,7,3,2,2
2021-04-29,3,11,9,8,7,13,12,2,1,1
2021-04-30,2,11,12,8,13,12,13,8,1,0
2021-05-01,2,2,5,1,4,7,8,1,2,1
2021-05-02,0,0,0,3,3,3,3,2,0,0
2021-05-03,3,15,13,20,19,15,19,8,6,0
2021-05-04,0,4,9,10,10,2,6,7,6,0
2021-05-05,4,5,17,7,15,7,8,2,3,0
2021-05-06,1,5,5,11,8,3,7,6,3,2
2021-05-07,0,15,14,16,12,17,13,5,5,4
2021-05-08,2,5,5,4,1,8,4,1,1,0
2021-05-09,0,1,1,1,1,4,0,1,1,0
2021-05-10,5,7,16,14,12,15,16,6,2,0
2021-05-11,1,6,6,6,6,9,12,3,1,0
2021-05-12,5,9,4,12,13,15,10,3,3,3
2021-05-13,2,2,3,10,10,14,11,2,0,0
2021-05-14,2,6,14,4,11,7,16,4,2,2
2021-05-15,1,6,2,1,6,3,1,1,1,0
2021-05-16,0,0,2,1,1,0,1,0,0,0
2021-05-17,4,8,11,10,12,25,13,7,4,2
2021-05-18,3,10,3,5,6,4,6,3,0,0
2021-05-19,2,5,3,8,10,8,10,7,3,0
2021-05-20,2,7,5,4,6,11,4,2,3,0
2021-05-21,4,12,9,3,5,15,16,5,2,0
2021-05-22,4,1,2,4,0,7,4,2,0,0
2021-05-23,0,0,0,0,3,1,0,0,1,1
2021-05-24,0,5,1,6,4,6,5,0,0,0
2021-05-25,3,6,11,7,10,12,16,6,3,0
2021-05-26,4,7,7,6,2,7,6,1,2,0
2021-05-27,1,8,7,7,4,4,8,1,0,0
2021-05-28,8,5,8,7,12,7,6,3,2,0
2021-05-29,0,1,4,6,7,6,1,2,0,0
2021-05-30,0,0,0,0,0,0,0,0,0,0
2021-05-31,4,2,10,6,8,7,4,4,0,0
2021-06-01,1,1,6,6,7,8,7,1,1,1
2021-06-02,0,0,0,0,1,1,0,0,0,1
2021-06-03,0,2,4,5,0,5,5,1,1,0
2021-06-04,3,8,10,7,11,9,6,3,0,0
2021-06-05,1,1,1,0,0,2,0,1,3,0
2021-06-06,0,0,1,0,0,0,1,0,0,2
2021-06-07,1,3,6,4,3,4,3,3,0,0
2021-06-08,0,1,0,3,4,3,2,2,0,1
2021-06-09,0,1,2,3,6,3,1,2,1,3
2021-06-10,0,3,1,2,3,3,3,0,0,1
2021-06-11,1,5,4,5,2,4,1,0,0,0
2021-06-12,0,0,0,4,0,1,1,1,0,0
2021-06-13,0,0,0,0,0,0,0,0,0,0
2021-06-14,0,0,1,5,1,1,3,0,1,0
2021-06-15,0,0,2,0,0,1,1,2,0,0
2021-06-16,0,0,3,4,4,6,0,1,0,0
2021-06-17,1,0,0,4,1,1,2,0,0,0
2021-06-18,1,1,2,4,1,1,0,0,0,0
2021-06-19,0,2,1,2,0,0,1,0,0,0
2021-06-20,0,0,0,0,0,0,0,1,0,0
2021-06-21,1,0,0,2,1,0,1,0,0,0
2021-06-22,1,1,0,0,1,2,0,2,0,0
2021-06-23,1,0,0,0,1,1,0,3,0,0
2021-06-24,0,0,0,1,0,0,2,0,0,0
2021-06-25,0,0,0,2,1,2,0,1,0,0
2021-06-26,0,0,0,0,1,0,0,0,0,0
2021-06-27,0,0,0,0,1,0,1,0,1,0
2021-06-28,0,1,1,3,2,1,4,0,0,0
2021-06-29,0,0,0,1,1,1,1,1,0,0
2021-06-30,0,0,0,4,1,1,2,0,0,1
2021-07-01,0,1,0,2,0,1,1,0,0,0
2021-07-02,0,0,3,4,0,0,0,1,0,0
2021-07-03,0,0,0,1,2,1,0,0,0,0
2021-07-04,0,0,0,0,0,1,1,1,0,0
2021-07-05,2,0,3,3,1,1,0,1,0,1
2021-07-06,0,0,1,1,2,0,1,1,0,1
2021-07-07,0,0,0,3,0,0,2,1,0,0
2021-07-08,1,2,3,2,0,1,0,0,1,1
2021-07-09,0,4,7,4,1,1,1,1,0,1
2021-07-10,0,1,1,1,0,1,0,0,1,0
2021-07-11,0,0,1,5,0,0,0,0,0,0
2021-07-12,0,0,4,9,3,1,0,2,1,0
2021-07-13,0,0,2,1,2,4,0,1,0,1
2021-07-14,0,1,7,5,2,4,1,0,0,0
2021-07-15,0,0,4,7,2,2,1,0,0,0
2021-07-16,1,1,17,7,1,1,4,0,0,1
2021-07-17,0,0,9,8,4,0,0,0,0,0
2021-07-18,0,0,0,3,0,0,1,0,0,0
2021-07-19,0,0,8,8,3,2,4,1,0,2
2021-07-20,0,0,11,6,4,5,5,0,1,0
2021-07-21,1,2,1,2,3,1,4,0,0,0
2021-07-22,0,2,3,7,3,0,0,1,1,0
2021-07-23,1,1,5,8,5,3,3,0,1,1
2021-07-24,1,1,7,0,2,1,1,0,0,0
2021-07-25,0,0,1,0,2,3,0,0,0,0
2021-07-26,0,1,10,9,3,5,2,1,0,1
2021-07-27,0,0,6,6,1,5,2,3,2,0
2021-07-28,2,1,9,11,9,3,2,0,1,2
2021-07-29,1,6,7,7,2,1,1,0,1,0
2021-07-30,0,0,9,5,2,4,5,0,2,0
2021-07-31,0,2,2,2,2,2,3,0,0,1
2021-08-01,0,0,0,1,0,0,0,0,0,0
2021-08-02,1,4,6,8,8,1,6,1,0,0
