date,0_5,6_12,13_19,20_29,30_39,40_49,50_59,60_69,70_79,80_89
2020-05-22,0,0,0,1,1,0,0,0,0,0
2020-05-23,0,0,0,0,0,0,0,0,0,0
2020-05-24,0,0,0,0,0,0,0,1,0,0
2020-05-25,0,0,0,0,2,0,0,0,0,0
2020-05-26,0,0,0,0,1,0,0,0,0,0
2020-05-27,0,0,0,0,0,0,0,0,0,0
2020-05-28,0,0,0,0,0,0,0,0,0,0
2020-05-29,0,0,0,0,0,0,0,0,0,0
2020-05-30,0,0,0,0,0,0,0,0,0,0
2020-05-31,0,0,0,0,0,0,0,0,0,0
2020-06-01,0,0,0,0,0,1,0,0,0,0
2020-06-02,0,0,0,0,0,0,0,0,1,0
2020-06-03,0,0,0,0,0,0,0,0,0,0
2020-06-04,0,0,0,0,0,0,0,0,0,0
2020-06-05,0,0,0,0,0,0,0,0,0,1
2020-06-06,0,0,0,0,0,0,0,0,0,0
2020-06-07,0,0,0,0,0,0,0,0,0,0
2020-06-08,0,0,0,0,0,0,0,0,1,1
2020-06-09,0,0,0,0,0,0,0,0,0,0
2020-06-10,0,0,0,0,0,0,0,0,0,0
2020-06-11,0,0,0,0,0,0,0,0,0,0
2020-06-12,0,0,0,0,0,0,0,0,0,0
2020-06-13,0,0,0,0,0,0,0,0,0,0
2020-06-14,0,0,0,0,0,0,0,0,0,0
2020-06-15,0,0,0,0,0,0,0,0,0,0
2020-06-16,0,0,0,0,0,0,0,0,0,0
2020-06-17,0,0,0,0,0,0,0,0,0,0
2020-06-18,0,0,0,0,0,0,0,0,0,0
2020-06-19,0,0,0,0,0,0,0,0,0,0
2020-06-20,0,0,0,0,0,0,0,0,0,0
2020-06-21,0,0,0,0,0,0,0,0,0,0
2020-06-22,0,0,0,0,1,0,0,0,0,0
2020-06-23,0,0,0,0,0,0,0,0,0,0
2020-06-24,0,0,0,0,0,0,0,1,0,0
2020-06-25,0,0,0,0,0,0,0,0,0,0
2020-06-26,0,0,0,0,0,0,0,0,0,0
2020-06-27,0,0,0,0,2,0,0,0,0,0
2020-06-28,0,0,0,0,0,0,0,0,0,0
2020-06-29,0,0,0,0,0,1,0,0,0,0
2020-06-30,0,0,0,0,1,1,0,0,0,0
2020-07-01,0,0,0,0,1,0,0,0,0,0
2020-07-02,0,0,0,0,0,0,1,0,0,0
2020-07-03,1,0,0,0,1,0,0,0,0,0
2020-07-04,0,0,0,0,0,0,0,0,0,0
2020-07-05,0,0,0,0,1,0,0,0,0,0
2020-07-06,0,0,0,2,0,0,0,0,0,0
2020-07-07,0,0,0,0,0,0,1,0,0,0
2020-07-08,0,0,0,0,0,1,2,0,0,0
2020-07-09,0,0,0,0,0,0,0,0,0,0
2020-07-10,0,0,0,0,0,0,0,1,0,1
2020-07-11,0,0,0,0,0,1,0,0,0,0
2020-07-12,0,0,1,0,0,2,0,0,0,0
2020-07-13,0,0,1,0,1,0,0,0,0,0
2020-07-14,0,1,0,0,2,1,0,0,1,0
2020-07-15,0,0,1,0,0,0,2,0,0,0
2020-07-16,0,0,0,1,0,3,2,0,1,0
2020-07-17,0,0,0,0,1,0,1,0,1,0
2020-07-18,0,0,0,0,0,0,1,1,1,0
2020-07-19,0,0,1,1,0,0,0,0,0,2
2020-07-20,0,1,0,0,0,2,0,0,1,0
2020-07-21,0,0,0,0,1,0,1,1,1,0
2020-07-22,1,0,1,0,0,0,1,1,0,0
2020-07-23,0,0,0,1,2,0,2,0,0,0
2020-07-24,0,1,0,2,1,3,1,0,2,0
2020-07-25,0,0,0,2,1,0,0,0,0,0
2020-07-26,0,0,1,0,0,2,0,1,2,1
2020-07-27,0,0,0,1,1,1,1,2,0,0
2020-07-28,0,0,0,0,1,2,2,0,0,0
2020-07-29,0,0,0,0,1,0,0,2,0,0
2020-07-30,0,0,1,1,1,1,3,0,1,1
2020-07-31,0,0,1,1,0,0,3,0,0,1
2020-08-01,0,0,1,1,1,0,0,0,0,0
2020-08-02,0,0,1,0,2,0,2,0,1,1
2020-08-03,1,0,4,1,0,0,4,1,0,1
2020-08-04,0,0,0,0,0,2,0,1,0,0
2020-08-05,0,2,5,6,1,1,1,0,0,0
2020-08-06,1,0,6,1,0,4,3,1,1,0
2020-08-07,1,0,3,5,1,1,0,2,0,0
2020-08-08,1,0,7,2,5,5,1,0,0,0
2020-08-09,0,0,1,4,0,0,4,1,1,1
2020-08-10,0,0,3,1,2,0,0,2,1,1
2020-08-11,0,0,1,6,0,2,0,0,1,0
2020-08-12,0,1,2,5,0,0,3,1,0,0
2020-08-13,0,0,0,0,1,0,0,2,1,0
2020-08-14,0,0,2,5,2,5,2,0,1,0
2020-08-15,0,0,3,4,2,1,1,0,0,2
2020-08-16,0,0,5,4,0,2,1,0,3,2
2020-08-17,1,0,0,1,3,0,1,0,1,2
2020-08-18,0,0,1,5,1,1,2,3,2,0
2020-08-19,2,0,1,5,0,1,1,1,1,0
2020-08-20,0,1,2,7,0,2,3,1,0,1
2020-08-21,0,0,0,4,0,1,2,1,1,0
2020-08-22,0,0,0,1,1,1,2,2,2,1
2020-08-23,0,0,2,3,1,5,3,0,0,2
2020-08-24,1,0,1,4,1,3,3,4,2,0
2020-08-25,0,1,0,6,6,2,3,1,1,2
2020-08-26,0,1,0,4,5,0,2,2,0,0
2020-08-27,0,0,3,3,5,8,8,1,2,0
2020-08-28,0,2,2,2,1,10,5,5,2,0
2020-08-29,0,0,0,0,2,2,2,4,2,0
2020-08-30,0,0,1,1,1,9,5,3,1,2
2020-08-31,3,0,3,7,3,2,7,3,1,1
2020-09-01,0,1,2,2,8,3,10,7,5,1
2020-09-02,0,1,5,9,7,5,4,7,6,2
2020-09-03,1,4,1,6,2,9,6,6,1,1
2020-09-04,0,1,2,4,4,11,10,3,4,0
2020-09-05,1,3,1,6,4,7,3,8,4,2
2020-09-06,0,0,1,4,4,5,4,6,2,2
2020-09-07,0,0,2,7,9,15,10,8,4,2
2020-09-08,0,0,2,6,4,3,7,8,4,4
2020-09-09,0,0,0,7,10,4,5,5,2,1
2020-09-10,0,3,1,3,9,14,9,7,2,0
2020-09-11,1,0,0,3,4,9,8,5,5,1
2020-09-12,1,0,1,6,5,4,9,2,9,4
2020-09-13,1,0,0,3,6,4,6,3,8,0
2020-09-14,1,0,1,7,5,5,8,5,3,4
2020-09-15,1,1,1,4,12,11,11,8,8,4
2020-09-16,1,1,1,7,6,10,8,5,5,4
2020-09-17,1,1,1,7,8,11,12,7,7,2
2020-09-18,0,0,2,8,13,13,16,13,5,3
2020-09-19,1,2,8,19,22,27,23,5,4,4
2020-09-20,3,3,1,11,8,14,15,14,6,2
2020-09-21,1,0,1,9,10,6,15,9,6,1
2020-09-22,1,0,5,5,11,10,16,12,9,4
2020-09-23,1,0,0,10,11,7,14,10,1,2
2020-09-24,1,3,6,6,8,9,14,3,5,3
2020-09-25,2,0,8,5,10,13,16,12,13,5
2020-09-26,2,0,5,7,11,12,16,5,7,0
2020-09-27,0,3,8,8,11,11,8,4,1,2
2020-09-28,1,2,6,10,14,7,19,14,10,4
2020-09-29,2,3,9,8,17,10,17,9,3,3
2020-09-30,1,7,11,6,21,13,17,11,11,5
2020-10-01,2,12,18,18,23,22,22,19,11,10
2020-10-02,1,6,14,17,12,20,25,15,15,6
2020-10-03,0,4,3,7,9,21,22,10,10,4
2020-10-04,1,4,7,20,17,21,21,16,8,7
2020-10-05,5,4,7,29,24,34,24,20,15,4
2020-10-06,3,7,11,13,15,29,15,19,14,4
2020-10-07,2,11,16,18,21,26,35,22,14,7
2020-10-08,5,9,14,32,32,40,40,21,20,13
2020-10-09,1,10,18,21,27,34,43,22,14,12
2020-10-10,3,8,9,28,23,35,45,36,19,18
2020-10-11,2,5,15,23,23,24,35,14,15,15
2020-10-12,4,12,27,21,40,47,53,43,22,14
2020-10-13,0,8,18,41,47,57,53,34,22,20
2020-10-14,3,8,26,32,35,36,44,28,22,9
2020-10-15,7,11,27,37,40,42,57,38,32,14
2020-10-16,6,13,29,44,56,53,68,47,38,8
2020-10-17,6,4,24,42,49,51,62,33,21,23
2020-10-18,4,6,21,43,46,46,46,37,13,21
2020-10-19,2,9,26,51,53,54,66,41,32,20
2020-10-20,5,9,33,49,57,61,79,42,38,23
2020-10-21,3,10,25,46,64,69,88,56,33,40
2020-10-22,5,9,23,41,57,60,50,40,21,22
2020-10-23,6,12,30,58,63,72,78,59,32,26
2020-10-24,6,14,29,41,55,66,70,45,31,34
2020-10-25,5,15,30,41,57,69,69,54,31,33
2020-10-26,9,23,36,62,54,69,98,72,38,27
2020-10-27,5,10,31,62,53,71,100,53,49,36
2020-10-28,12,13,23,62,71,76,88,73,42,30
2020-10-29,5,13,28,57,68,76,87,61,46,20
2020-10-30,4,12,17,61,62,79,97,52,50,40
2020-10-31,8,13,21,59,59,77,97,59,33,36
2020-11-01,3,15,21,61,78,90,113,104,81,33
2020-11-02,4,17,29,85,87,116,152,104,84,42
2020-11-03,5,12,35,63,98,99,133,90,74,28
2020-11-04,8,19,37,91,89,116,129,92,65,48
2020-11-05,8,23,40,85,115,134,156,107,66,51
2020-11-06,13,27,38,88,97,120,121,101,59,52
2020-11-07,10,26,41,61,103,121,125,87,52,41
2020-11-08,6,15,46,84,84,130,121,97,56,42
2020-11-09,9,17,39,82,98,93,136,113,61,46
2020-11-10,19,18,48,86,90,122,139,91,72,67
2020-11-11,6,13,34,69,76,94,116,76,59,57
2020-11-12,4,23,40,79,80,108,105,77,58,48
2020-11-13,7,13,25,69,99,98,140,93,60,42
2020-11-14,6,17,26,61,86,103,105,96,51,40
2020-11-15,10,21,21,56,93,78,109,66,52,44
2020-11-16,4,20,35,56,68,104,116,78,53,62
2020-11-17,2,10,41,66,82,73,101,83,48,37
2020-11-18,5,15,24,57,70,70,104,77,66,55
2020-11-19,7,17,20,71,67,75,78,74,64,32
2020-11-20,9,15,25,56,60,86,94,82,70,50
2020-11-21,1,12,18,49,53,69,92,53,53,33
2020-11-22,2,15,17,33,42,50,46,47,33,24
2020-11-23,4,7,25,49,50,63,93,68,52,34
2020-11-24,7,14,14,45,51,44,55,62,40,34
2020-11-25,5,11,21,56,60,57,85,53,47,34
2020-11-26,8,9,18,30,39,47,55,49,33,29
2020-11-27,3,12,13,37,30,52,47,42,38,18
2020-11-28,3,8,20,24,31,45,51,37,36,27
2020-11-29,2,13,12,27,40,45,26,36,25,24
2020-11-30,3,13,18,43,61,51,51,59,50,26
2020-12-01,3,6,19,40,54,59,55,60,52,46
2020-12-02,7,11,15,37,34,47,54,38,30,29
2020-12-03,2,6,12,31,33,51,41,33,32,32
2020-12-04,6,4,9,27,26,41,48,37,35,23
2020-12-05,3,4,14,31,39,40,43,26,24,39
2020-12-06,2,3,12,21,29,33,32,21,18,18
2020-12-07,3,8,14,32,48,39,56,36,36,30
2020-12-08,3,6,14,40,36,31,57,39,33,22
2020-12-09,4,13,10,29,35,44,54,47,32,21
2020-12-10,2,10,15,39,36,56,58,49,38,23
2020-12-11,3,11,13,36,37,38,43,34,26,22
2020-12-12,2,8,11,31,35,46,44,33,30,21
2020-12-13,5,6,17,32,34,37,33,25,26,29
2020-12-14,11,9,14,40,45,49,52,41,35,19
2020-12-15,1,8,17,44,52,39,63,36,43,25
2020-12-16,4,3,15,36,37,64,42,46,33,32
2020-12-17,2,17,22,41,44,56,58,44,28,14
2020-12-18,7,8,14,32,44,53,67,42,48,20
2020-12-19,3,6,16,30,45,45,64,40,30,26
2020-12-20,8,5,22,45,51,49,75,36,38,20
2020-12-21,7,10,16,51,50,55,68,46,45,23
2020-12-22,7,22,19,48,49,54,48,50,40,28
2020-12-23,4,9,17,52,62,61,63,38,36,20
2020-12-24,3,11,16,49,54,55,76,50,39,27
2020-12-25,5,7,10,41,47,56,54,44,35,22
2020-12-26,6,10,33,58,49,68,76,54,43,19
2020-12-27,4,9,28,70,78,89,73,68,51,25
2020-12-28,9,17,48,82,97,90,83,95,46,35
2020-12-29,10,22,43,89,96,86,105,69,41,29
2020-12-30,12,22,33,91,71,90,111,77,69,43
2020-12-31,6,12,44,84,74,101,116,72,60,37
2021-01-01,9,13,29,57,74,89,93,80,53,49
2021-01-02,8,28,27,86,95,113,110,72,80,37
2021-01-03,8,14,39,84,86,94,117,92,63,43
2021-01-04,14,27,65,128,133,138,154,115,68,53
2021-01-05,21,21,67,103,126,138,140,109,62,50
2021-01-06,12,23,59,113,101,100,109,89,89,45
2021-01-07,12,22,53,120,103,97,116,118,53,47
2021-01-08,12,31,59,102,110,122,118,79,78,52
2021-01-09,17,26,49,101,102,120,103,81,54,46
2021-01-10,16,22,51,97,80,113,121,103,72,55
2021-01-11,11,26,57,120,86,87,129,80,68,45
2021-01-12,18,25,58,98,91,79,117,86,76,48
2021-01-13,7,13,37,82,72,84,101,63,53,43
2021-01-14,8,21,34,87,52,84,91,76,62,53
2021-01-15,8,15,32,81,80,101,105,85,53,41
2021-01-16,11,11,20,64,62,74,92,60,49,28
2021-01-17,11,9,24,53,56,70,86,62,51,23
2021-01-18,9,20,33,51,50,78,87,67,58,41
2021-01-19,9,19,32,55,59,71,77,63,36,35
2021-01-20,7,15,24,68,48,62,90,61,58,45
2021-01-21,4,16,28,40,51,43,79,44,50,25
2021-01-22,10,18,11,41,53,48,72,57,44,39
2021-01-23,6,13,22,45,42,60,67,37,30,22
2021-01-24,4,16,20,44,47,50,52,45,37,27
2021-01-25,5,13,22,39,48,67,66,54,34,26
2021-01-26,10,9,21,30,25,41,45,31,29,20
2021-01-27,1,7,18,42,29,44,64,34,26,32
2021-01-28,7,15,17,29,36,43,51,41,34,19
2021-01-29,7,14,12,31,31,36,47,44,24,20
2021-01-30,11,11,22,38,30,34,54,43,26,31
2021-01-31,5,5,16,28,28,29,36,31,28,21
2021-02-01,5,11,8,38,35,36,67,55,35,24
2021-02-02,13,8,17,24,25,32,44,34,24,18
2021-02-03,6,9,14,26,25,39,42,26,21,19
2021-02-04,6,20,15,30,33,33,38,22,21,16
2021-02-05,10,14,2,38,27,33,38,37,17,17
2021-02-06,5,4,9,13,24,39,27,22,28,22
2021-02-07,4,7,16,17,32,25,24,21,20,18
2021-02-08,5,9,15,18,21,31,34,29,22,13
2021-02-09,5,14,9,15,24,31,41,23,21,8
2021-02-10,8,10,19,25,29,27,35,29,25,25
2021-02-11,11,10,7,16,27,37,32,19,20,18
2021-02-12,6,11,14,22,24,31,27,24,15,18
2021-02-13,7,2,12,15,20,33,24,17,13,8
2021-02-14,6,7,11,16,25,21,23,16,16,7
2021-02-15,2,10,19,26,22,35,27,18,28,13
2021-02-16,9,8,28,22,17,33,35,26,17,8
2021-02-17,9,5,14,20,26,45,35,20,21,12
2021-02-18,4,13,15,29,32,29,32,18,22,9
2021-02-19,2,14,9,21,25,41,33,22,12,7
2021-02-20,6,12,15,24,37,31,38,20,15,26
2021-02-21,2,6,20,22,18,25,29,16,11,9
2021-02-22,4,14,19,34,32,30,33,28,15,15
2021-02-23,3,13,20,21,34,50,39,30,17,10
2021-02-24,5,7,19,33,23,36,32,23,17,7
2021-02-25,5,10,19,31,25,42,51,26,8,11
2021-02-26,6,12,18,21,34,36,32,25,28,7
2021-02-27,2,3,14,33,23,41,29,38,16,6
2021-02-28,8,2,12,24,25,35,31,19,20,14
2021-03-01,4,20,25,41,27,37,42,38,30,18
2021-03-02,9,8,24,42,38,39,35,23,18,7
2021-03-03,6,8,22,32,34,33,51,32,19,13
2021-03-04,10,13,19,23,36,37,27,22,18,12
2021-03-05,6,13,19,33,35,26,41,33,23,13
2021-03-06,7,15,20,28,36,35,44,33,13,11
2021-03-07,6,5,26,23,30,34,38,27,16,4
2021-03-08,9,10,28,38,31,47,58,25,27,17
2021-03-09,15,11,23,28,33,35,38,27,11,14
2021-03-10,8,12,34,37,46,46,39,44,23,9
2021-03-11,4,10,27,39,41,38,36,21,29,12
2021-03-12,2,9,33,28,42,33,36,37,21,25
2021-03-13,9,17,31,33,40,32,34,32,24,13
2021-03-14,8,11,25,26,34,40,36,20,28,14
2021-03-15,14,12,36,42,57,48,68,43,30,22
2021-03-16,9,14,24,41,41,53,56,28,21,20
2021-03-17,12,13,45,47,51,53,57,45,22,28
2021-03-18,9,21,34,61,43,71,55,42,23,21
2021-03-19,6,22,39,41,35,61,57,43,17,17
2021-03-20,12,25,41,52,63,55,59,51,20,25
2021-03-21,13,15,33,56,68,49,59,41,32,12
2021-03-22,16,27,41,65,77,76,82,63,29,17
2021-03-23,13,26,38,55,51,83,78,54,33,20
2021-03-24,10,20,35,68,50,52,65,56,34,19
2021-03-25,7,13,29,60,66,74,77,44,35,24
2021-03-26,15,27,28,52,48,74,76,54,37,21
2021-03-27,3,17,40,45,40,56,64,60,31,13
2021-03-28,7,21,24,44,50,68,87,50,26,20
2021-03-29,12,32,52,46,55,77,83,58,41,22
2021-03-30,17,22,42,64,75,83,81,50,37,18
2021-03-31,12,23,45,35,63,76,50,58,28,15
2021-04-01,18,24,44,42,69,79,83,75,44,32
2021-04-02,9,19,41,63,69,74,95,70,40,24
2021-04-03,18,22,33,39,68,74,86,46,41,32
2021-04-04,8,18,25,42,38,52,58,59,34,23
2021-04-05,13,18,35,59,81,87,65,61,40,24
2021-04-06,13,19,45,70,85,89,103,76,51,31
2021-04-07,19,26,70,82,112,111,117,85,64,26
2021-04-08,12,15,44,73,82,88,82,68,37,33
