date,0_5,6_12,13_19,20_29,30_39,40_49,50_59,60_69,70_79,80_89
2020-05-21,0,0,0,0,0,0,0,1,6,7
2020-05-22,0,0,0,0,0,1,3,2,5,11
2020-05-23,0,0,0,0,0,0,2,1,6,15
2020-05-24,0,0,0,0,0,0,1,2,2,17
2020-05-25,0,0,0,0,0,0,2,1,8,9
2020-05-26,0,0,0,0,0,0,0,1,7,8
2020-05-27,0,0,0,0,0,0,1,0,4,10
2020-05-28,0,0,0,1,0,1,0,0,5,8
2020-05-29,0,0,0,0,0,0,0,1,0,7
2020-05-30,0,0,0,0,0,0,2,3,7,6
2020-05-31,0,0,0,0,0,0,1,0,2,3
2020-06-01,0,0,0,0,0,0,2,2,1,8
2020-06-02,0,0,0,0,0,0,0,1,3,14
2020-06-03,0,0,0,0,0,0,0,0,3,9
2020-06-04,0,0,0,0,0,0,1,0,3,9
2020-06-05,0,0,0,0,0,0,0,2,1,8
2020-06-06,0,0,0,0,0,0,0,1,2,4
2020-06-07,0,0,0,0,0,0,1,1,2,6
2020-06-08,0,0,0,0,0,1,1,1,1,6
2020-06-09,0,0,0,0,0,0,0,0,3,6
2020-06-10,0,0,0,0,0,0,0,1,1,5
2020-06-11,0,0,0,0,0,0,1,1,4,6
2020-06-12,0,0,0,0,0,0,0,1,3,3
2020-06-13,0,0,0,0,0,0,1,1,1,1
2020-06-14,0,0,0,0,0,0,0,0,3,4
2020-06-15,0,0,0,0,0,1,0,2,1,5
2020-06-16,0,0,0,0,0,1,0,1,4,7
2020-06-17,0,0,0,0,0,1,0,0,1,4
2020-06-18,0,0,0,0,0,0,0,4,2,1
2020-06-19,0,0,0,0,0,0,0,1,1,5
2020-06-20,0,0,0,0,0,0,0,0,0,4
2020-06-21,0,0,0,0,0,0,0,0,0,9
2020-06-22,0,0,0,0,0,0,0,0,3,3
2020-06-23,0,0,0,0,0,1,0,2,1,4
2020-06-24,0,0,0,0,0,0,0,0,2,3
2020-06-25,0,0,0,0,0,0,0,0,2,4
2020-06-26,0,0,0,0,0,0,0,0,3,5
2020-06-27,0,0,0,0,0,0,0,1,2,4
2020-06-28,0,0,0,0,0,0,0,0,2,1
2020-06-29,0,0,0,0,0,1,0,0,0,1
2020-06-30,0,0,0,0,0,0,0,0,0,2
2020-07-01,0,0,0,0,0,0,0,0,2,3
2020-07-02,0,0,0,0,0,0,0,0,0,4
2020-07-03,0,0,0,0,0,0,0,0,0,2
2020-07-04,0,0,0,0,0,0,0,0,0,2
2020-07-05,0,0,0,0,0,0,0,0,1,2
2020-07-06,0,0,0,0,0,0,1,0,3,1
2020-07-07,0,0,0,0,0,0,0,0,0,2
2020-07-08,0,0,0,0,0,0,0,2,0,1
2020-07-09,0,0,0,0,0,0,0,0,1,3
2020-07-10,0,0,0,0,0,0,0,0,0,3
2020-07-11,0,0,0,0,0,0,0,0,2,0
2020-07-12,0,0,0,0,0,0,0,2,0,2
2020-07-13,0,0,0,0,0,0,0,1,0,4
2020-07-14,0,0,0,0,0,0,0,0,1,2
2020-07-15,0,0,0,0,0,0,0,1,1,0
2020-07-16,0,0,0,0,0,1,0,0,3,0
2020-07-17,0,0,0,0,0,0,0,0,0,1
2020-07-18,0,0,0,0,0,0,1,0,0,2
2020-07-19,0,0,0,0,0,0,0,0,0,2
2020-07-20,0,0,0,0,0,0,0,1,0,2
2020-07-21,0,0,0,0,0,0,0,0,0,1
2020-07-22,0,0,0,0,0,0,1,0,1,2
2020-07-23,0,0,0,0,0,0,0,0,0,0
2020-07-24,0,0,0,0,0,0,0,0,0,2
2020-07-25,0,0,0,0,0,0,0,0,0,0
2020-07-26,0,0,0,0,0,0,0,0,0,1
2020-07-27,0,0,0,0,0,0,0,0,0,3
2020-07-28,0,0,0,0,0,0,0,0,0,1
2020-07-29,0,0,0,0,0,0,1,0,0,1
2020-07-30,0,0,0,0,0,0,0,1,0,0
2020-07-31,0,0,0,0,0,0,0,0,3,0
2020-08-01,0,0,0,0,0,0,0,0,0,1
2020-08-02,0,0,0,0,0,0,0,0,0,1
2020-08-03,0,0,0,0,0,0,0,1,0,0
2020-08-04,0,0,0,0,0,0,0,1,0,0
2020-08-05,0,0,0,0,0,0,0,0,1,0
2020-08-06,0,0,0,0,0,0,0,0,1,0
2020-08-07,0,0,0,0,0,0,1,0,1,1
2020-08-08,0,0,0,0,0,0,0,0,1,1
2020-08-09,0,0,0,0,0,0,0,0,0,1
2020-08-10,0,0,0,0,0,0,0,0,0,1
2020-08-11,0,0,0,0,0,0,0,0,0,0
2020-08-12,0,0,0,0,0,0,0,1,2,0
2020-08-13,0,0,0,0,0,0,0,0,1,2
2020-08-14,0,0,0,0,0,0,0,0,0,2
2020-08-15,0,0,0,0,0,0,0,0,0,0
2020-08-16,0,0,0,0,0,0,0,0,0,1
2020-08-17,0,0,0,0,0,0,1,0,0,1
2020-08-18,0,0,0,0,0,0,0,1,0,0
2020-08-19,0,0,0,0,1,0,0,0,1,2
2020-08-20,0,0,0,0,0,1,0,0,1,2
2020-08-21,0,0,0,0,0,0,0,0,1,0
2020-08-22,0,0,0,0,0,0,0,0,0,1
2020-08-23,0,0,0,0,0,0,0,0,0,1
2020-08-24,0,0,0,0,0,0,0,0,0,0
2020-08-25,0,0,0,0,0,0,0,0,0,1
2020-08-26,0,0,0,0,0,1,1,0,1,0
2020-08-27,0,0,0,0,0,0,0,1,0,2
2020-08-28,0,0,0,0,0,0,0,0,0,0
2020-08-29,0,0,0,0,0,0,0,0,0,0
2020-08-30,0,0,0,0,0,0,0,0,0,2
2020-08-31,0,0,0,0,0,0,0,0,0,1
2020-09-01,0,0,0,0,0,0,0,1,1,0
2020-09-02,0,0,0,0,0,0,0,0,0,1
2020-09-03,0,0,0,0,0,0,0,0,0,0
2020-09-04,0,0,0,0,0,1,1,0,0,0
2020-09-05,0,0,0,0,0,0,0,0,0,1
2020-09-06,0,0,0,0,0,0,0,1,1,1
2020-09-07,0,0,0,0,0,0,0,0,0,0
2020-09-08,0,0,0,0,0,0,0,0,0,1
2020-09-09,0,0,0,0,0,0,0,0,1,0
2020-09-10,0,0,0,0,0,0,0,0,2,1
2020-09-11,0,0,0,0,0,0,0,0,1,0
2020-09-12,0,0,0,1,0,0,0,0,1,0
2020-09-13,0,0,0,0,0,0,0,0,0,2
2020-09-14,0,0,0,0,0,0,0,0,1,3
2020-09-15,0,0,0,0,0,0,0,1,0,1
2020-09-16,0,0,0,0,0,0,0,0,1,2
2020-09-17,0,0,0,0,0,0,0,0,1,2
2020-09-18,0,0,0,0,0,0,0,1,2,0
2020-09-19,0,0,0,0,0,0,0,0,1,1
2020-09-20,0,0,0,0,0,0,0,0,3,2
2020-09-21,0,0,0,0,0,0,0,0,0,0
2020-09-22,0,0,0,0,0,0,0,0,0,1
2020-09-23,0,0,0,0,0,0,0,0,0,4
2020-09-24,0,0,0,0,0,0,0,0,0,0
2020-09-25,0,0,0,0,0,0,0,0,1,2
2020-09-26,0,0,0,0,0,0,0,0,1,0
2020-09-27,0,0,0,0,0,0,0,1,1,2
2020-09-28,0,0,0,0,0,0,0,0,0,1
2020-09-29,0,0,0,0,0,0,1,0,0,3
2020-09-30,0,0,0,0,0,0,0,0,0,0
2020-10-01,0,0,0,0,0,0,0,0,0,3
2020-10-02,0,0,0,0,0,0,0,1,0,2
2020-10-03,0,0,0,0,0,0,0,0,0,0
2020-10-04,0,0,0,0,0,0,0,0,0,1
2020-10-05,0,0,0,0,0,0,0,0,2,1
2020-10-06,0,0,0,0,0,0,1,0,1,0
2020-10-07,0,0,0,0,0,0,0,0,1,4
2020-10-08,0,0,0,0,0,0,0,0,0,0
2020-10-09,0,0,0,0,0,0,0,1,2,1
2020-10-10,0,0,0,0,0,0,0,1,0,7
2020-10-11,0,0,0,0,0,0,0,2,0,1
2020-10-12,0,0,0,0,0,0,2,2,4,7
2020-10-13,0,0,0,0,0,0,1,0,1,10
2020-10-14,0,0,0,0,0,0,0,1,3,3
2020-10-15,0,0,0,0,0,0,1,1,2,6
2020-10-16,0,0,0,0,0,1,0,0,1,15
2020-10-17,0,0,0,0,0,0,0,2,5,4
2020-10-18,0,0,0,0,0,0,1,0,4,9
2020-10-19,0,0,0,0,0,0,1,2,1,14
2020-10-20,0,0,0,0,0,0,0,0,3,13
2020-10-21,0,0,0,0,0,0,1,3,1,15
2020-10-22,0,0,0,0,0,0,1,1,3,18
2020-10-23,0,0,0,0,0,0,1,5,5,19
2020-10-24,0,0,0,0,0,0,1,3,9,15
2020-10-25,0,0,0,0,0,0,1,5,11,25
2020-10-26,0,0,0,0,0,1,4,5,6,34
2020-10-27,0,0,0,0,1,1,1,4,14,19
2020-10-28,0,0,0,0,0,1,1,1,18,37
2020-10-29,0,0,0,0,1,0,1,8,16,29
2020-10-30,0,0,1,0,0,1,5,2,20,44
2020-10-31,0,0,0,0,0,0,1,5,21,50
2020-11-01,0,0,0,0,0,0,1,7,21,55
2020-11-02,0,0,0,0,0,1,2,7,27,58
2020-11-03,0,0,0,0,1,1,2,4,17,41
2020-11-04,0,0,0,0,0,0,3,9,35,68
2020-11-05,0,0,0,1,0,0,4,9,37,65
2020-11-06,0,0,0,0,0,1,3,6,32,69
2020-11-07,0,0,0,1,0,1,4,12,35,58
2020-11-08,0,0,0,0,0,0,3,10,35,66
2020-11-09,0,0,0,1,0,1,2,12,36,75
2020-11-10,0,0,0,0,0,1,4,15,40,72
2020-11-11,0,0,0,0,0,1,2,18,33,91
2020-11-12,1,0,0,0,0,0,5,12,34,85
2020-11-13,0,0,0,0,0,4,10,11,33,77
2020-11-14,0,0,0,0,0,1,6,8,42,88
2020-11-15,0,0,0,0,0,2,4,16,43,83
2020-11-16,0,0,0,0,0,1,2,8,56,100
2020-11-17,0,0,0,1,2,1,9,19,39,92
2020-11-18,0,0,0,1,0,2,7,11,42,85
2020-11-19,0,0,1,0,0,0,4,11,68,79
2020-11-20,0,0,0,0,0,1,3,9,30,74
2020-11-21,0,0,0,0,0,2,5,12,34,71
2020-11-22,0,0,0,0,0,1,3,16,39,79
2020-11-23,0,0,0,0,0,1,5,12,42,76
2020-11-24,0,0,0,0,1,0,7,9,33,64
2020-11-25,0,0,0,0,0,1,3,12,52,87
2020-11-26,0,0,0,0,0,1,3,10,41,64
2020-11-27,0,0,0,0,0,2,4,14,33,71
2020-11-28,0,0,0,0,0,1,4,7,38,74
2020-11-29,0,0,0,0,0,0,3,7,37,65
2020-11-30,0,0,0,0,1,1,2,11,25,56
2020-12-01,0,0,0,0,0,0,0,11,32,45
2020-12-02,0,0,0,0,0,3,5,11,29,56
2020-12-03,0,0,0,0,0,0,4,9,26,48
2020-12-04,0,0,0,0,0,0,3,2,31,47
2020-12-05,0,0,0,0,0,2,2,7,20,51
2020-12-06,0,0,0,1,0,0,1,11,24,50
2020-12-07,0,0,0,0,0,1,1,9,24,50
2020-12-08,0,0,0,0,0,0,4,6,24,41
2020-12-09,0,0,0,0,0,0,4,11,24,41
2020-12-10,0,0,0,0,0,0,2,4,25,38
2020-12-11,0,0,0,0,0,0,2,10,20,47
2020-12-12,0,0,0,0,0,0,1,3,13,54
2020-12-13,0,0,0,0,0,0,2,4,23,48
2020-12-14,0,0,0,0,0,2,1,4,12,29
2020-12-15,0,0,0,0,1,0,5,4,19,48
2020-12-16,0,0,0,0,0,1,3,8,17,48
2020-12-17,0,0,0,0,0,1,1,6,19,40
2020-12-18,0,0,0,0,0,0,1,4,16,51
2020-12-19,0,0,0,0,0,0,1,4,12,34
2020-12-20,0,0,0,0,0,0,4,3,16,26
2020-12-21,0,0,0,0,0,0,1,6,12,38
2020-12-22,0,0,0,0,0,1,0,6,13,42
2020-12-23,0,0,0,0,1,2,0,9,15,28
2020-12-24,0,0,0,0,0,0,3,5,20,28
2020-12-25,0,0,0,0,0,0,1,4,8,26
2020-12-26,0,0,0,0,0,0,2,5,8,26
2020-12-27,0,0,0,0,0,1,0,4,9,25
2020-12-28,0,0,0,0,0,0,0,4,16,28
2020-12-29,0,0,0,0,0,0,2,0,20,17
2020-12-30,0,0,0,0,0,0,0,3,12,39
2020-12-31,0,0,0,0,0,0,1,6,16,28
2021-01-01,0,0,0,0,0,0,1,5,10,34
2021-01-02,0,0,0,0,0,1,1,3,21,23
2021-01-03,0,0,0,0,0,3,1,2,11,23
2021-01-04,0,0,0,0,0,1,1,8,13,19
2021-01-05,0,0,0,0,0,0,1,3,17,34
2021-01-06,0,0,0,0,0,0,1,9,11,26
2021-01-07,0,0,0,1,0,0,1,6,14,31
2021-01-08,0,0,0,0,0,0,3,2,13,35
2021-01-09,0,0,0,0,0,0,2,4,12,31
2021-01-10,0,0,0,0,0,0,1,0,21,10
2021-01-11,0,0,0,0,0,0,0,8,11,20
2021-01-12,0,0,0,0,0,0,1,2,9,36
2021-01-13,0,0,0,0,0,0,0,6,11,30
2021-01-14,0,0,0,0,0,0,1,2,15,32
2021-01-15,0,0,0,0,1,0,0,4,12,27
2021-01-16,0,0,0,0,0,0,0,1,5,36
2021-01-17,0,0,0,0,0,0,0,5,19,23
2021-01-18,0,0,0,0,0,1,0,3,12,33
2021-01-19,0,0,0,0,1,0,1,3,15,39
2021-01-20,0,0,0,0,0,0,2,5,7,33
2021-01-21,0,0,0,0,0,0,5,3,11,32
2021-01-22,0,0,0,0,0,0,3,9,9,19
2021-01-23,0,0,0,0,0,0,1,5,16,24
2021-01-24,0,0,0,0,0,1,1,6,10,26
2021-01-25,0,0,0,0,0,0,1,4,13,18
2021-01-26,0,0,0,0,0,0,1,4,14,33
2021-01-27,0,0,0,0,0,0,1,3,10,33
2021-01-28,0,0,0,0,0,1,0,2,9,17
2021-01-29,0,0,0,0,0,0,1,5,9,22
2021-01-30,0,0,0,0,0,0,0,7,9,30
2021-01-31,0,0,0,0,0,1,0,4,12,23
2021-02-01,0,0,0,0,0,0,1,5,7,14
2021-02-02,0,0,0,0,0,0,1,2,9,18
2021-02-03,0,0,0,0,0,0,1,5,6,19
2021-02-04,0,0,0,0,0,0,0,1,9,22
2021-02-05,0,0,0,0,0,0,0,3,19,29
2021-02-06,0,0,0,0,0,0,1,4,17,25
2021-02-07,0,0,0,0,0,0,2,3,5,22
2021-02-08,0,0,0,0,0,0,1,2,4,22
2021-02-09,0,0,0,0,0,0,2,1,16,31
2021-02-10,0,0,0,0,0,1,1,3,9,13
2021-02-11,0,0,0,0,0,0,1,0,8,23
2021-02-12,0,0,0,0,0,0,0,2,5,11
2021-02-13,0,0,0,0,0,0,0,2,9,14
2021-02-14,0,0,0,0,0,0,1,3,7,15
2021-02-15,0,0,0,0,0,0,1,2,5,15
2021-02-16,0,0,0,0,0,0,2,4,9,19
2021-02-17,0,0,0,0,0,2,1,3,8,20
2021-02-18,0,0,0,0,0,2,3,2,14,16
2021-02-19,0,0,0,0,0,0,0,7,5,23
2021-02-20,0,0,0,0,0,0,1,3,10,13
2021-02-21,0,0,0,0,0,0,2,6,6,17
2021-02-22,0,0,0,0,0,1,3,2,6,17
2021-02-23,0,0,0,0,0,1,3,5,8,19
2021-02-24,0,0,0,0,0,0,0,5,13,20
2021-02-25,0,0,0,0,0,0,2,5,5,17
2021-02-26,0,0,0,0,0,0,1,4,19,20
2021-02-27,0,0,0,0,0,0,2,4,18,17
2021-02-28,0,0,0,0,0,0,2,4,12,16
2021-03-01,0,0,0,0,0,1,3,2,13,32
2021-03-02,0,0,0,0,0,0,2,4,15,18
2021-03-03,0,0,0,0,0,1,3,2,14,45
2021-03-04,0,0,0,0,0,0,0,4,18,19
2021-03-05,0,0,0,0,0,1,1,3,19,24
2021-03-06,0,0,0,0,0,0,1,4,12,29
2021-03-07,0,0,0,0,0,0,2,1,14,21
2021-03-08,0,0,0,0,0,0,1,4,10,30
2021-03-09,0,0,0,0,0,1,1,8,21,34
2021-03-10,0,0,0,0,0,1,1,5,30,32
2021-03-11,0,0,0,0,0,1,0,5,19,41
2021-03-12,0,0,0,0,1,0,1,4,21,42
2021-03-13,0,0,0,0,0,0,1,10,21,39
2021-03-14,0,0,0,0,0,1,4,2,15,32
2021-03-15,0,0,0,0,0,0,2,6,28,30
2021-03-16,0,0,0,0,0,0,2,10,15,46
2021-03-17,0,0,0,0,0,0,3,7,29,40
2021-03-18,0,0,0,0,0,1,2,10,15,41
2021-03-19,0,0,0,0,0,0,5,7,28,52
2021-03-20,0,0,0,0,0,0,0,9,25,38
2021-03-21,0,0,0,0,0,1,1,9,25,58
2021-03-22,0,0,0,0,0,0,1,11,28,48
2021-03-23,0,0,0,0,0,0,2,9,22,60
2021-03-24,0,0,0,0,0,0,0,13,27,40
2021-03-25,0,0,0,0,1,1,2,8,27,44
2021-03-26,0,0,0,0,0,2,3,8,28,40
2021-03-27,0,0,0,0,0,0,3,6,28,33
2021-03-28,0,0,0,0,0,0,0,8,24,34
2021-03-29,0,0,0,0,0,1,5,6,26,46
2021-03-30,0,0,0,0,0,0,3,9,27,38
2021-03-31,0,0,0,0,0,0,2,8,21,49
2021-04-01,0,0,0,0,0,1,2,11,30,39
2021-04-02,0,0,0,0,0,0,1,8,30,32
2021-04-03,0,0,0,0,0,0,4,8,22,36
2021-04-04,0,0,0,0,0,0,2,9,24,31
2021-04-05,0,0,0,0,0,2,1,11,24,33
2021-04-06,0,0,0,0,0,0,1,9,20,40
2021-04-07,0,0,0,0,0,0,2,13,21,41
2021-04-08,0,0,0,0,0,0,3,4,25,28
2021-04-09,0,0,0,0,0,0,0,8,34,30
2021-04-10,0,0,0,0,0,0,2,7,26,36
2021-04-11,0,0,0,0,0,0,2,9,25,39
2021-04-12,0,0,0,0,0,0,6,10,23,30
2021-04-13,0,0,0,0,0,0,3,5,16,26
2021-04-14,0,0,0,0,0,0,2,9,21,19
2021-04-15,0,0,0,0,0,1,1,3,24,24
2021-04-16,0,0,0,0,0,0,2,9,22,21
2021-04-17,0,0,0,0,0,0,3,5,25,28
2021-04-18,0,0,0,0,0,0,3,7,14,21
2021-04-19,0,0,0,0,0,0,4,6,14,23
2021-04-20,0,0,0,0,0,1,1,6,19,21
2021-04-21,0,0,0,0,0,0,5,4,17,22
2021-04-22,0,0,0,0,0,0,0,7,14,15
2021-04-23,0,0,0,0,0,1,0,6,15,19
2021-04-24,0,0,0,0,0,0,1,6,16,14
2021-04-25,0,0,0,0,0,0,1,3,18,15
2021-04-26,0,0,0,0,0,0,0,6,14,15
2021-04-27,0,0,0,0,0,0,3,6,9,11
2021-04-28,0,0,0,0,0,0,3,4,13,15
2021-04-29,0,0,0,0,0,0,2,8,8,15
2021-04-30,0,0,0,0,0,0,0,5,16,13
2021-05-01,0,0,0,0,0,1,1,3,16,13
2021-05-02,0,0,0,0,0,0,1,2,11,14
2021-05-03,0,0,0,0,0,0,3,2,12,11
2021-05-04,0,0,0,0,0,0,2,7,13,15
2021-05-05,0,0,0,0,0,0,2,5,8,11
2021-05-06,0,0,0,0,0,0,1,8,12,8
2021-05-07,0,0,0,0,0,0,2,4,14,6
2021-05-08,0,0,0,0,0,0,1,2,7,10
2021-05-09,0,0,0,0,0,0,1,5,4,11
2021-05-10,0,1,0,0,0,0,0,4,8,12
2021-05-11,0,0,0,0,0,1,0,0,9,8
2021-05-12,0,0,0,0,0,0,1,0,5,7
2021-05-13,0,0,0,0,0,0,0,2,10,7
2021-05-14,0,0,0,0,0,0,1,5,10,8
2021-05-15,0,0,0,0,0,1,1,2,7,10
2021-05-16,0,0,0,0,0,0,0,2,6,11
2021-05-17,0,0,0,0,0,1,3,6,7,7
2021-05-18,0,0,0,0,0,0,2,2,13,3
2021-05-19,0,0,0,0,0,0,0,2,5,5
2021-05-20,0,0,0,0,0,0,1,2,7,2
2021-05-21,0,0,0,0,0,0,0,4,2,5
2021-05-22,0,0,0,0,0,0,1,3,4,1
2021-05-23,0,0,0,0,0,1,0,3,10,3
2021-05-24,0,0,0,0,0,0,0,2,3,6
2021-05-25,0,0,0,0,0,0,0,4,5,3
2021-05-26,0,0,0,0,0,0,0,3,1,7
2021-05-27,0,0,0,0,0,0,0,3,5,6
2021-05-28,0,0,0,0,0,0,1,2,3,4
2021-05-29,0,0,0,0,0,0,0,2,5,5
2021-05-30,0,0,0,0,0,0,2,3,1,3
2021-05-31,0,0,0,0,0,0,1,0,3,1
2021-06-01,0,0,0,0,0,0,0,1,3,5
2021-06-02,0,0,0,0,0,0,0,2,3,1
2021-06-03,0,0,0,0,0,0,0,0,3,4
2021-06-04,1,0,0,0,0,0,1,2,2,1
2021-06-05,0,0,0,0,0,0,0,1,3,0
2021-06-06,0,0,0,0,0,0,0,1,4,3
2021-06-07,0,0,0,0,0,0,1,1,4,2
2021-06-08,0,0,0,0,0,0,0,1,2,2
2021-06-09,0,0,0,0,0,0,0,0,4,0
2021-06-10,0,0,0,0,0,0,0,1,3,2
2021-06-11,0,0,0,0,0,0,0,1,2,1
2021-06-12,0,0,0,0,0,0,0,1,0,4
2021-06-13,0,0,0,0,0,0,0,2,2,1
2021-06-14,0,0,0,0,0,0,1,1,0,3
2021-06-15,0,0,0,0,0,0,0,1,2,1
2021-06-16,0,0,0,0,0,0,0,0,0,3
2021-06-17,0,0,0,0,0,0,0,0,1,0
2021-06-18,0,0,0,0,0,0,0,0,1,0
2021-06-19,0,0,0,0,0,0,1,0,1,1
2021-06-20,0,0,0,0,0,0,0,1,3,0
2021-06-21,0,0,0,0,0,0,0,0,0,2
2021-06-22,0,0,0,0,0,0,0,3,0,0
2021-06-23,0,0,0,0,0,0,0,0,1,0
2021-06-24,0,0,0,0,0,0,0,0,1,0
2021-06-25,0,0,0,0,0,0,0,1,0,0
2021-06-26,0,0,0,0,0,0,0,0,1,3
2021-06-27,0,0,0,0,0,0,0,0,0,0
2021-06-28,0,0,0,0,0,0,0,2,1,1
2021-06-29,0,0,0,0,0,0,0,0,1,0
2021-06-30,0,0,0,0,0,0,0,0,0,0
2021-07-01,0,0,0,0,0,0,0,1,0,0
2021-07-02,0,0,0,0,0,0,1,0,0,0
2021-07-03,0,0,0,0,0,0,0,1,0,0
2021-07-04,0,0,0,0,0,0,0,1,0,1
2021-07-05,0,0,0,0,0,0,0,0,0,0
2021-07-06,0,0,0,0,0,0,0,0,0,0
2021-07-07,0,0,0,0,0,0,0,0,0,0
2021-07-08,0,0,0,0,0,0,1,1,0,0
2021-07-09,0,0,0,0,0,0,0,0,0,0
2021-07-10,0,0,0,0,0,0,0,0,2,0
2021-07-11,0,0,0,0,0,0,0,0,1,0
2021-07-12,0,0,0,0,0,0,0,0,0,0
2021-07-13,0,0,0,0,0,0,0,1,1,0
2021-07-14,0,0,0,0,0,0,0,0,1,0
2021-07-15,0,0,0,0,0,0,0,0,0,0
2021-07-16,1,0,0,0,0,0,0,0,0,0
2021-07-17,0,0,0,0,0,0,0,0,0,1
2021-07-18,0,0,0,0,0,0,0,0,0,0
2021-07-19,0,0,0,0,0,0,0,0,0,1
2021-07-20,0,0,0,0,0,0,0,0,0,0
