dt_TERAPIAINTENSIVA,terapia intensiva,deceduti,deceduti/terapia intensiva 7gg
2020-09-23,0,0.0,
2020-09-24,1,0.0,
2020-09-25,2,0.0,
2020-09-26,0,0.0,
2020-09-27,2,0.0,
2020-09-28,2,0.0,
2020-09-29,0,0.0,
2020-09-30,1,0.0,
2020-10-01,3,0.0,
2020-10-02,1,0.0,
2020-10-03,0,0.0,
2020-10-04,0,0.0,
2020-10-05,1,0.0,
2020-10-06,1,0.0,
2020-10-07,2,1.0,
2020-10-08,1,0.0,0.0714285714285713
2020-10-09,2,0.0,0.21428571428571416
2020-10-10,2,0.0,0.21428571428571416
2020-10-11,1,0.0,0.19047619047619033
2020-10-12,3,3.0,0.19047619047619033
2020-10-13,2,0.0,0.2164502164502163
2020-10-14,3,1.0,0.2294372294372293
2020-10-15,3,0.0,0.3365800865800864
2020-10-16,11,2.0,0.27705627705627695
2020-10-17,11,1.0,0.34848484848484834
2020-10-18,4,3.0,0.32607588489941414
2020-10-19,12,7.0,0.36366986986182015
2020-10-20,4,2.0,0.3773783835703339
2020-10-21,17,3.0,0.43581994201189234
2020-10-22,19,5.0,0.41439137058332093
2020-10-23,18,5.0,0.38820089439284466
2020-10-24,4,2.0,0.3788841242065093
2020-10-25,10,6.0,0.4251026116014673
2020-10-26,20,8.0,0.4329631720936068
2020-10-27,23,10.0,0.4352974391337562
2020-10-28,26,13.0,0.39448111260314395
2020-10-29,22,7.0,0.332576350698382
2020-10-30,17,5.0,0.33495730307933436
2020-10-31,28,6.0,0.31130704029863676
2020-11-01,18,3.0,0.29600091784965715
2020-11-02,24,10.0,0.3012376166347431
2020-11-03,26,7.0,0.2938528445440886
2020-11-04,28,11.0,0.3195176559231857
2020-11-05,31,11.0,0.3314224178279476
2020-11-06,33,8.0,0.31475575116128096
2020-11-07,33,13.0,0.3298656412711711
2020-11-08,28,7.0,0.31769923624762325
2020-11-09,30,9.0,0.3193889443889443
2020-11-10,48,18.0,0.33577731792017496
2020-11-11,26,8.0,0.3238352370125768
2020-11-12,30,11.0,0.3373820350421335
2020-11-13,28,10.0,0.35523917789927634
2020-11-14,29,9.0,0.3651598128199113
2020-11-15,29,10.0,0.37018336070060204
2020-11-16,40,17.0,0.3749452654625068
2020-11-17,36,16.0,0.37535342872781285
2020-11-18,35,12.0,0.41673273907264047
2020-11-19,25,10.0,0.4129262007833435
2020-11-20,25,9.0,0.38649762935477217
2020-11-21,15,9.0,0.36533360819075106
2020-11-22,22,7.0,0.3683020683020683
2020-11-23,25,6.0,0.3528258778258778
2020-11-24,27,8.0,0.34901635401635406
2020-11-25,22,8.0,0.30411839483268055
2020-11-26,24,7.0,0.29948017590874726
2020-11-27,21,7.0,0.28662303305160436
2020-11-28,14,4.0,0.24429499072356206
2020-11-29,14,4.0,0.2280612244897958
2020-11-30,20,3.0,0.21646974579305395
2020-12-01,9,0.0,0.20181773114103932
2020-12-02,16,4.0,0.18140956787573317
2020-12-03,19,4.0,0.22392657467845428
2020-12-04,13,3.0,0.23311024814784204
2020-12-05,14,2.0,0.283110248147842
2020-12-06,12,7.0,0.2810094078117076
2020-12-07,14,3.0,0.25933758118632055
2020-12-08,20,7.0,0.27739095638255284
2020-12-09,17,4.0,0.27739095638255284
2020-12-10,17,1.0,0.22977190876350523
2020-12-11,14,5.0,0.21956782713085216
2020-12-12,7,1.0,0.18385354141656648
2020-12-13,8,2.0,0.1632271090254282
2020-12-14,14,2.0,0.19378478664192933
2020-12-15,10,1.0,0.17451041022469577
2020-12-16,11,1.0,0.2090473019044446
2020-12-17,11,3.0,0.22095206380920648
2020-12-18,9,2.0,0.2664779664779663
2020-12-19,13,5.0,0.28393828393828374
2020-12-20,9,3.0,0.3138084138084136
2020-12-21,13,6.0,0.33833943833943814
2020-12-22,9,2.0,0.354212454212454
2020-12-23,10,3.0,0.3196755625327052
2020-12-24,9,4.0,0.3050235478806905
2020-12-25,3,1.0,0.26970172684458377
2020-12-26,7,1.0,0.28081283795569484
2020-12-27,13,3.0,0.28897610326181733
2020-12-28,14,3.0,0.2611983254840396
2020-12-29,10,3.0,0.28500784929356343
2020-12-30,14,5.0,0.29317111459968587
2020-12-31,12,3.0,0.2959183673469386
2021-01-01,8,4.0,0.3034013605442175
2021-01-02,5,1.0,0.2891156462585033
2021-01-03,4,1.0,0.27380952380952367
2021-01-04,15,4.0,0.26190476190476175
2021-01-05,10,2.0,0.23443223443223424
2021-01-06,8,2.0,0.24482184482184463
2021-01-07,6,1.0,0.27033204890347723
2021-01-08,13,4.0,0.3179510965225249
2021-01-09,11,3.0,0.325093953665382
2021-01-10,7,3.0,0.3413277198991483
2021-01-11,15,9.0,0.3651372437086721
2021-01-12,12,3.0,0.3846732632446917
2021-01-13,11,4.0,0.3661203875489588
2021-01-14,9,3.0,0.35846732632446904
2021-01-15,9,4.0,0.2857400535971963
2021-01-16,7,1.0,0.2857400535971963
2021-01-17,8,3.0,0.2873634302205729
2021-01-18,11,1.0,0.2968872397443824
2021-01-19,12,3.0,0.2691094619666046
2021-01-20,8,3.0,0.3058441558441557
2021-01-21,5,2.0,0.29989177489177476
2021-01-22,8,2.0,0.3470551378446114
2021-01-23,5,2.0,0.3351503759398495
2021-01-24,6,2.0,0.3101503759398495
2021-01-25,19,8.0,0.2887218045112781
2021-01-26,6,1.0,0.25300751879699235
2021-01-27,15,3.0,0.22443609022556377
2021-01-28,12,3.0,0.23804153240243453
2021-01-29,7,0.0,0.20850340136054407
2021-01-30,5,1.0,0.22755102040816313
2021-01-31,7,3.0,0.25255102040816313
2021-02-01,14,3.0,0.3120748299319726
2021-02-02,10,3.0,0.3340528519099946
2021-02-03,8,3.0,0.34833856619570885
2021-02-04,6,4.0,0.2871140763997905
2021-02-05,13,2.0,0.31007326007325986
2021-02-06,10,3.0,0.28020313020313
2021-02-07,8,0.0,0.28020313020313
2021-02-08,8,3.0,0.23258408258408242
2021-02-09,11,1.0,0.22647907647907634
2021-02-10,8,3.0,0.2550505050505049
2021-02-11,9,3.0,0.29586683158111715
2021-02-12,9,1.0,0.2994382601525457
2021-02-13,6,3.0,0.3043083900226756
2021-02-14,7,2.0,0.3221655328798185
2021-02-15,10,4.0,0.32454648526077085
2021-02-16,8,1.0,0.36062152133580694
2021-02-17,10,5.0,0.30705009276437834
2021-02-18,20,7.0,0.2882117882117881
2021-02-19,11,4.0,0.25964035964035953
2021-02-20,8,1.0,0.2723954616811759
2021-02-21,13,2.0,0.2438240331097473
2021-02-22,10,2.0,0.24144308072879492
2021-02-23,14,3.0,0.21330455259026682
2021-02-24,10,3.0,0.23116169544740967
2021-02-25,21,7.0,0.25266193433895295
2021-02-26,24,4.0,0.2508762200532387
2021-02-27,20,5.0,0.2583592132505176
2021-02-28,23,7.0,0.27325283027179414
2021-03-01,48,9.0,0.2754676696959359
2021-03-02,45,12.0,0.28975338398165024
2021-03-03,47,19.0,0.29732914155740786
2021-03-04,43,15.0,0.30427104875506955
2021-03-05,45,12.0,0.2942920571584309
2021-03-06,33,10.0,0.29446212518564174
2021-03-07,34,12.0,0.27671136530722235
2021-03-08,51,6.0,0.2560982574848122
2021-03-09,56,15.0,0.2566934955800503
2021-03-10,50,14.0,0.2559566437793687
2021-03-11,44,9.0,0.25315552333118946
2021-03-12,48,13.0,0.2673011815944948
2021-03-13,47,14.0,0.2841737200835746
2021-03-14,54,18.0,0.29845943436928885
2021-03-15,60,13.0,0.3100549816791219
2021-03-16,57,22.0,0.30649331110925454
2021-03-17,50,19.0,0.3133906690704423
2021-03-18,42,12.0,0.3145521092562727
2021-03-19,61,15.0,0.3174980333886374
2021-03-20,52,18.0,0.3068046332215531
2021-03-21,41,14.0,0.2810903475072674
2021-03-22,59,14.0,0.28491687811951233
2021-03-23,45,14.0,0.2840737867846177
2021-03-24,45,9.0,0.27358427629510723
2021-03-25,48,15.0,0.2614338251202658
2021-03-26,50,12.0,0.274119370967197
2021-03-27,33,9.0,0.2693574662052923
2021-03-28,39,10.0,0.28956652543874173
2021-03-29,46,15.0,0.31022979074486423
2021-03-30,54,15.0,0.2997536002686737
2021-03-31,41,14.0,0.2965068470219205
2021-04-01,35,16.0,0.3062088567239302
2021-04-02,54,9.0,0.2864107200779675
2021-04-03,28,7.0,0.28568921935646674
2021-04-04,37,12.0,0.2772814023590421
2021-04-05,16,3.0,0.25093631887110146
2021-04-06,44,12.0,0.26472078002398364
2021-04-07,46,13.0,0.26982282084031023
2021-04-08,33,9.0,0.25750437995044073
2021-04-09,38,10.0,0.2607938536346513
2021-04-10,28,8.0,0.26264914120422456
2021-04-11,21,5.0,0.24608599420629496
2021-04-12,38,8.0,0.23569638381668456
2021-04-13,28,8.0,0.24755294830482802
2021-04-14,18,3.0,0.26030805034564436
2021-04-15,35,7.0,0.2548658734748961
2021-04-16,26,9.0,0.2623846704673773
2021-04-17,16,6.0,0.26156834393676504
2021-04-18,10,2.0,0.29898330992315963
2021-04-19,19,5.0,0.324833650059214
2021-04-20,25,7.0,0.3025939849624061
2021-04-21,21,9.0,0.29664160401002515
2021-04-22,21,8.0,0.31849034350582345
2021-04-23,21,4.0,0.3305857995372063
2021-04-24,18,6.0,0.32762283657424324
2021-04-25,17,6.0,0.31151112873321213
2021-04-26,23,8.0,0.30104540398177315
2021-04-27,27,7.0,0.33505900942394995
2021-04-28,19,6.0,0.32945676852759137
2021-04-29,13,4.0,0.33166817940773285
2021-04-30,21,9.0,0.30578826222346783
2021-05-01,17,5.0,0.2942614292680634
2021-05-02,19,7.0,0.2967676949322238
2021-05-03,18,3.0,0.3054432299235482
2021-05-04,28,5.0,0.28181272509003585
2021-05-05,18,6.0,0.296938775510204
2021-05-06,19,7.0,0.28002148227712126
2021-05-07,19,5.0,0.26919897145461047
2021-05-08,10,4.0,0.30718083086504133
2021-05-09,8,2.0,0.2799699465112998
2021-05-10,11,1.0,0.2724511495188186
2021-05-11,9,4.0,0.26342859312784117
2021-05-12,7,1.0,0.26342859312784117
2021-05-13,19,6.0,0.29914287884212687
2021-05-14,10,2.0,0.3496479293471774
2021-05-15,10,4.0,0.35208993178917986
2021-05-16,4,2.0,0.3852531970953023
2021-05-17,9,4.0,0.3639499389499389
2021-05-18,13,6.0,0.4068070818070817
2021-05-19,8,3.0,0.3700723879295307
2021-05-20,6,1.0,0.3462628641200069
2021-05-21,6,3.0,0.2827708006279434
2021-05-22,7,1.0,0.245408163265306
2021-05-23,6,2.0,0.22755102040816316
2021-05-24,9,0.0,0.23945578231292505
2021-05-25,5,1.0,0.19183673469387744
2021-05-26,4,1.0,0.20714285714285705
2021-05-27,4,1.0,0.188095238095238
2021-05-28,6,1.0,0.188095238095238
2021-05-29,4,1.0,0.19523809523809516
2021-05-30,5,1.0,0.15952380952380943
2021-05-31,2,0.0,0.12380952380952372
2021-06-01,4,1.0,0.1476190476190475
2021-06-02,5,0.0,0.1119047619047618
2021-06-03,2,0.0,0.08333333333333323
2021-06-04,3,1.0,0.08333333333333323
2021-06-05,3,0.0,0.04761904761904751
2021-06-06,1,0.0,0.04761904761904751
2021-06-07,2,0.0,0.04761904761904751
2021-06-08,4,0.0,0.0
2021-06-09,2,0.0,0.0
2021-06-10,2,0.0,0.0
2021-06-11,2,0.0,0.0
2021-06-12,1,0.0,0.0
2021-06-13,2,0.0,0.0
2021-06-14,1,0.0,0.04761904761904751
2021-06-15,2,0.0,
2021-06-16,2,0.0,
2021-06-17,3,1.0,
2021-06-18,0,0.0,
2021-06-19,0,0.0,
2021-06-20,1,0.0,
2021-06-21,1,0.0,
2021-06-22,1,0.0,
2021-06-23,0,0.0,
2021-06-24,2,1.0,
2021-06-25,5,1.0,
2021-06-26,0,0.0,
2021-06-27,2,0.0,
2021-06-28,1,0.0,
2021-06-29,1,0.0,
2021-06-30,0,0.0,
2021-07-01,0,0.0,
2021-07-02,1,1.0,
2021-07-03,0,0.0,
2021-07-04,0,0.0,
2021-07-05,2,0.0,
2021-07-06,3,0.0,
2021-07-07,0,0.0,
2021-07-08,1,0.0,
2021-07-09,2,0.0,
2021-07-10,0,0.0,
2021-07-11,1,0.0,
2021-07-12,0,0.0,
2021-07-13,2,0.0,
2021-07-14,0,0.0,
2021-07-15,2,0.0,
2021-07-16,2,0.0,
2021-07-17,1,1.0,
2021-07-18,1,1.0,0.4999999999999999
2021-07-19,1,1.0,0.4999999999999999
2021-07-20,1,0.0,
2021-07-21,2,1.0,
2021-07-22,2,0.0,
2021-07-23,0,0.0,
2021-07-24,1,0.0,
2021-07-25,1,0.0,
2021-07-26,1,0.0,
2021-07-27,0,0.0,
2021-07-28,4,0.0,
2021-07-29,2,0.0,
2021-07-30,1,0.0,
2021-07-31,1,0.0,0.04761904761904749
2021-08-01,4,0.0,0.04761904761904749
2021-08-02,3,1.0,0.04761904761904749
2021-08-03,1,0.0,0.04761904761904749
2021-08-04,1,0.0,
2021-08-05,4,0.0,
2021-08-06,2,0.0,
2021-08-07,0,0.0,
2021-08-08,1,1.0,
2021-08-09,2,0.0,
2021-08-10,3,0.0,
2021-08-11,3,1.0,0.2190476190476189
2021-08-12,2,0.0,0.07619047619047604
2021-08-13,5,1.0,0.07619047619047604
2021-08-14,3,0.0,0.07619047619047604
2021-08-15,1,0.0,0.028571428571428432
2021-08-16,5,0.0,0.028571428571428432
2021-08-17,1,0.0,0.0
2021-08-18,3,0.0,0.0
2021-08-19,2,0.0,0.0
2021-08-20,2,0.0,0.028571428571428432
2021-08-21,1,0.0,
2021-08-22,5,0.0,
2021-08-23,5,1.0,
2021-08-24,1,,
2021-08-25,1,,
2021-08-26,3,,
2021-08-27,5,,
2021-08-28,2,,
