dt_PRELIEVO,positivi,deceduti,deceduti/positivi 7gg
2020-05-11,13,0.0,7.93016446160826e-18
2020-05-12,6,0.0,7.93016446160826e-18
2020-05-13,3,0.0,7.93016446160826e-18
2020-05-14,4,0.0,7.93016446160826e-18
2020-05-15,1,0.0,
2020-05-16,10,0.0,
2020-05-17,1,0.0,
2020-05-18,0,0.0,
2020-05-19,0,0.0,
2020-05-20,4,0.0,
2020-05-21,5,0.0,
2020-05-22,1,0.0,
2020-05-23,0,0.0,
2020-05-24,0,0.0,
2020-05-25,2,0.0,
2020-05-26,1,0.0,
2020-05-27,1,0.0,
2020-05-28,0,0.0,
2020-05-29,0,0.0,
2020-05-30,0,0.0,
2020-05-31,0,0.0,
2020-06-01,0,0.0,
2020-06-02,0,0.0,
2020-06-03,0,0.0,
2020-06-04,0,0.0,
2020-06-05,0,0.0,
2020-06-06,0,0.0,
2020-06-07,2,0.0,
2020-06-08,1,0.0,
2020-06-09,0,0.0,
2020-06-10,0,0.0,
2020-06-11,0,0.0,
2020-06-12,0,0.0,
2020-06-13,0,0.0,
2020-06-14,0,0.0,
2020-06-15,1,0.0,
2020-06-16,0,0.0,
2020-06-17,1,0.0,
2020-06-18,0,0.0,
2020-06-19,0,0.0,
2020-06-20,2,0.0,
2020-06-21,1,0.0,
2020-06-22,0,0.0,
2020-06-23,0,0.0,
2020-06-24,1,0.0,
2020-06-25,0,0.0,
2020-06-26,0,0.0,
2020-06-27,0,0.0,
2020-06-28,0,0.0,
2020-06-29,0,0.0,
2020-06-30,0,0.0,
2020-07-01,0,0.0,
2020-07-02,0,0.0,
2020-07-03,0,0.0,
2020-07-04,0,0.0,
2020-07-05,0,0.0,
2020-07-06,0,0.0,
2020-07-07,0,0.0,
2020-07-08,0,0.0,
2020-07-09,0,0.0,
2020-07-10,1,0.0,
2020-07-11,0,0.0,
2020-07-12,0,0.0,
2020-07-13,0,0.0,
2020-07-14,0,0.0,
2020-07-15,0,0.0,
2020-07-16,0,0.0,
2020-07-17,0,0.0,
2020-07-18,0,0.0,
2020-07-19,0,0.0,
2020-07-20,0,0.0,
2020-07-21,4,0.0,
2020-07-22,10,0.0,
2020-07-23,3,0.0,
2020-07-24,3,0.0,
2020-07-25,0,0.0,
2020-07-26,3,0.0,
2020-07-27,1,0.0,
2020-07-28,0,0.0,
2020-07-29,1,0.0,
2020-07-30,2,0.0,
2020-07-31,2,0.0,
2020-08-01,2,0.0,
2020-08-02,0,0.0,
2020-08-03,0,0.0,
2020-08-04,1,0.0,
2020-08-05,1,0.0,
2020-08-06,0,0.0,
2020-08-07,0,0.0,
2020-08-08,0,0.0,
2020-08-09,0,0.0,
2020-08-10,0,0.0,
2020-08-11,0,0.0,
2020-08-12,6,0.0,
2020-08-13,0,0.0,
2020-08-14,2,0.0,
2020-08-15,0,0.0,
2020-08-16,9,0.0,
2020-08-17,6,0.0,
2020-08-18,2,0.0,
2020-08-19,5,0.0,
2020-08-20,1,0.0,
2020-08-21,1,0.0,
2020-08-22,0,0.0,
2020-08-23,0,0.0,
2020-08-24,9,0.0,
2020-08-25,0,0.0,
2020-08-26,1,0.0,
2020-08-27,2,0.0,
2020-08-28,1,0.0,
2020-08-29,0,0.0,
2020-08-30,3,0.0,
2020-08-31,0,0.0,
2020-09-01,2,0.0,
2020-09-02,4,0.0,
2020-09-03,1,0.0,
2020-09-04,1,0.0,7.93016446160826e-18
2020-09-05,3,0.0,7.93016446160826e-18
2020-09-06,7,0.0,7.93016446160826e-18
2020-09-07,6,0.0,7.93016446160826e-18
2020-09-08,3,0.0,7.93016446160826e-18
2020-09-09,4,0.0,7.93016446160826e-18
2020-09-10,3,0.0,
2020-09-11,4,0.0,
2020-09-12,4,0.0,
2020-09-13,0,0.0,
2020-09-14,8,0.0,
2020-09-15,1,0.0,
2020-09-16,4,1.0,
2020-09-17,5,0.0,0.0462962962962963
2020-09-18,27,2.0,0.0462962962962963
2020-09-19,4,0.0,0.0462962962962963
2020-09-20,1,0.0,0.01058201058201059
2020-09-21,3,0.0,0.01058201058201059
2020-09-22,5,0.0,7.93016446160826e-18
2020-09-23,5,0.0,7.93016446160826e-18
2020-09-24,5,0.0,7.93016446160826e-18
2020-09-25,5,0.0,7.93016446160826e-18
2020-09-26,6,0.0,7.93016446160826e-18
2020-09-27,1,0.0,7.93016446160826e-18
2020-09-28,6,0.0,
2020-09-29,2,0.0,
2020-09-30,3,0.0,
2020-10-01,0,0.0,
2020-10-02,17,1.0,
2020-10-03,2,0.0,
2020-10-04,4,0.0,
2020-10-05,1,0.0,0.020308123249299728
2020-10-06,12,0.0,0.011904761904761913
2020-10-07,12,1.0,0.011904761904761913
2020-10-08,14,0.0,0.011904761904761913
2020-10-09,16,0.0,0.017399267399267407
2020-10-10,46,0.0,0.017399267399267407
2020-10-11,22,0.0,0.005494505494505503
2020-10-12,26,1.0,0.012297226582940876
2020-10-13,52,0.0,0.012297226582940876
2020-10-14,51,0.0,0.012297226582940876
2020-10-15,21,1.0,0.012297226582940876
2020-10-16,15,0.0,0.012093726379440672
2020-10-17,34,0.0,0.016295407051709582
2020-10-18,38,0.0,0.0209792478011241
2020-10-19,27,1.0,0.023700336236498254
2020-10-20,34,1.0,0.02518843147459349
2020-10-21,61,2.0,0.0289979552841173
2020-10-22,30,2.0,0.04580467797319293
2020-10-23,96,1.0,0.05150268367119863
2020-10-24,75,2.0,0.06341271083996088
2020-10-25,17,2.0,0.06330029866197492
2020-10-26,39,3.0,0.053776489138165406
2020-10-27,133,15.0,0.05384118893112606
2020-10-28,125,4.0,0.05672809369303083
2020-10-29,109,0.0,0.052908383990968186
2020-10-30,92,1.0,0.04736154987270549
2020-10-31,64,3.0,0.03533147468473557
2020-11-01,33,3.0,0.033266311777467396
2020-11-02,105,4.0,0.03966290026360812
2020-11-03,70,2.0,0.03985226551129787
2020-11-04,114,2.0,0.04321619911290753
2020-11-05,134,6.0,0.04808632898303739
2020-11-06,82,1.0,0.04633873339307727
2020-11-07,71,5.0,0.04574142129750734
2020-11-08,8,1.0,0.04567715807534938
2020-11-09,116,3.0,0.039280569589208655
2020-11-10,82,2.0,0.0440319158039695
2020-11-11,117,2.0,0.04046506012443777
2020-11-12,74,0.0,0.046417441076818715
2020-11-13,176,8.0,0.04764896817041477
2020-11-14,110,5.0,0.04859432646120698
2020-11-15,42,7.0,0.05247343653500732
2020-11-16,203,7.0,0.05516885432476474
2020-11-17,129,4.0,0.05400583823637551
2020-11-18,113,5.0,0.05099665230036031
2020-11-19,106,2.0,0.05099665230036031
2020-11-20,134,5.0,0.05021133067545847
2020-11-21,82,2.0,0.05247808039860354
2020-11-22,6,1.0,0.049558328427018454
2020-11-23,138,4.0,0.04827733779426246
2020-11-24,128,6.0,0.04851271009786504
2020-11-25,126,3.0,0.050819895331879535
2020-11-26,101,1.0,0.050819895331879535
2020-11-27,154,6.0,0.04983036908659881
2020-11-28,74,3.0,0.05078700173966003
2020-11-29,6,1.0,0.05063239444219558
2020-11-30,136,3.0,0.05822697629420318
2020-12-01,112,6.0,0.054928687281628454
2020-12-02,88,2.0,0.05382102223953717
2020-12-03,111,7.0,0.030011498430013363
2020-12-04,63,1.0,0.03638404744962121
2020-12-05,61,2.0,0.10015955765370285
2020-12-06,4,0.0,0.10676502115571808
2020-12-07,15,1.0,0.10918458357528049
2020-12-08,2,1.0,0.11234196467117877
2020-12-09,87,6.0,0.1091942222320561
2020-12-10,25,2.0,0.1091942222320561
2020-12-11,79,3.0,0.10333341637125025
2020-12-12,93,1.0,0.03190484494267882
2020-12-13,40,0.0,0.030215893500032797
2020-12-14,39,1.0,0.02499850219568497
2020-12-15,65,0.0,0.023946725246207168
2020-12-16,70,4.0,0.04281879020122143
2020-12-17,69,3.0,0.04618013473903656
2020-12-18,98,3.0,0.04417826064413921
2020-12-19,14,2.0,0.04417826064413921
2020-12-20,85,2.0,0.044833337489692246
2020-12-21,86,1.0,0.03862215736546864
2020-12-22,67,0.0,0.12948707476099827
2020-12-23,81,5.0,0.1805074829242636
2020-12-24,12,0.0,0.19500328124359134
2020-12-25,3,2.0,0.19720315553648887
2020-12-26,4,2.0,0.19870691493498513
2020-12-27,8,1.0,0.2047308733398959
2020-12-28,74,2.0,0.21153359442833128
2020-12-29,95,1.0,0.15711182572084834
2020-12-30,77,8.0,0.09704689065591328
2020-12-31,21,1.0,0.07918974779877042
2021-01-01,7,2.0,0.07723350584252844
2021-01-02,88,7.0,0.07803389390946999
2021-01-03,3,0.0,0.0707103903453649
2021-01-04,75,1.0,0.06992270685091449
2021-01-05,62,1.0,0.0346722430290221
2021-01-06,19,1.0,0.026348120343197286
2021-01-07,95,4.0,0.08349097748605443
2021-01-08,77,3.0,0.09644335843843539
2021-01-09,47,1.0,0.0960439728777595
2021-01-10,5,2.0,0.09150136636146877
2021-01-11,125,13.0,0.08846251924367429
2021-01-12,75,1.0,0.08496704990969563
2021-01-13,48,1.0,0.08800656358750716
2021-01-14,96,2.0,0.030863706444650023
2021-01-15,69,1.0,0.0322403298212734
2021-01-16,47,2.0,0.030335567916511496
2021-01-17,1,0.0,0.02735937744032102
2021-01-18,44,5.0,0.03170919429013787
2021-01-19,48,0.0,0.032961060051609294
2021-01-20,41,0.0,0.0419196266809486
2021-01-21,78,4.0,0.0419196266809486
2021-01-22,86,2.0,0.0271739556852776
2021-01-23,38,4.0,0.03227599650160413
2021-01-24,7,0.0,0.04526300948861712
2021-01-25,96,1.0,0.04458152043503504
2021-01-26,56,2.0,0.044506014545575664
2021-01-27,77,7.0,0.0358889663070017
2021-01-28,86,4.0,0.0358889663070017
2021-01-29,88,2.0,0.036471264443647664
2021-01-30,89,4.0,0.036471264443647664
2021-01-31,5,0.0,0.02997775795014117
2021-02-01,69,1.0,0.026904668249144493
2021-02-02,84,3.0,0.03125669919692012
2021-02-03,110,5.0,0.03333955481107589
2021-02-04,80,2.0,0.08095860243012351
2021-02-05,94,5.0,0.08255121271838597
2021-02-06,84,5.0,0.08308826964642035
2021-02-07,3,1.0,0.08508132609492236
2021-02-08,156,4.0,0.09700043108631651
2021-02-09,76,3.0,0.096204367980223
2021-02-10,101,6.0,0.0961043279642166
2021-02-11,83,9.0,0.11197734383723248
2021-02-12,105,5.0,0.11441190114983858
2021-02-13,34,2.0,0.113332073922195
2021-02-14,9,4.0,0.10585154719749035
2021-02-15,164,7.0,0.09988482315847715
2021-02-16,94,3.0,0.10022495921289891
2021-02-17,142,1.0,0.09608599019245491
2021-02-18,90,6.0,0.06830821241467713
2021-02-19,80,4.0,0.06538525461367056
2021-02-20,67,2.0,0.0754032435721719
2021-02-21,8,2.0,0.07737339783105857
2021-02-22,135,3.0,0.07269220331935558
2021-02-23,49,5.0,0.06754734817450044
2021-02-24,144,3.0,0.070085676938842
2021-02-25,59,2.0,0.09786345471661977
2021-02-26,143,2.0,0.0982902921182471
2021-02-27,42,2.0,0.09537484022320335
2021-02-28,9,4.0,0.09615804824325347
2021-03-01,119,3.0,0.0951764370921508
2021-03-02,49,4.0,0.09510893702465073
2021-03-03,152,4.0,0.10295823058823002
2021-03-04,37,1.0,0.08708521471521413
2021-03-05,74,1.0,0.08997728063249012
2021-03-06,39,4.0,0.08570463561389155
2021-03-07,3,1.0,0.08483124000365384
2021-03-08,110,5.0,0.08449757300332017
2021-03-09,58,3.0,0.08717536600369381
2021-03-10,99,2.0,0.07781435664268446
2021-03-11,81,2.0,0.06590959473792256
2021-03-12,62,2.0,0.06606060651684133
2021-03-13,27,1.0,0.060903586812407824
2021-03-14,4,1.0,0.06516044106926208
2021-03-15,86,4.0,0.06742461000009768
2021-03-16,64,1.0,0.06281631506922211
2021-03-17,60,3.0,0.07113075195508757
2021-03-18,74,3.0,0.10684503766937328
2021-03-19,37,0.0,0.10360187994116574
2021-03-20,21,2.0,0.10136973708402287
2021-03-21,4,2.0,0.10072038643467221
2021-03-22,42,1.0,0.10114006076739002
2021-03-23,38,0.0,0.10574835569826559
2021-03-24,44,2.0,0.09214291352139484
2021-03-25,46,2.0,0.06833338971187104
2021-03-26,62,2.0,0.06969393392955811
2021-03-27,18,0.0,0.06969393392955811
2021-03-28,3,1.0,0.0661766179122421
2021-03-29,30,1.0,0.06362844145102216
2021-03-30,39,0.0,0.06412218733647311
2021-03-31,48,1.0,0.06412218733647311
2021-04-01,39,1.0,
2021-04-02,28,1.0,
2021-04-03,15,0.0,
2021-04-04,0,0.0,
2021-04-05,1,0.0,
2021-04-06,29,3.0,
2021-04-07,34,0.0,
2021-04-08,56,1.0,
2021-04-09,44,0.0,
2021-04-10,27,2.0,
2021-04-11,0,0.0,
2021-04-12,47,0.0,
2021-04-13,21,0.0,
2021-04-14,68,2.0,
2021-04-15,35,0.0,0.006582633053221348
2021-04-16,60,1.0,0.009558823529411824
2021-04-17,12,0.0,0.015161064425770367
2021-04-18,2,0.0,0.014622387416505123
2021-04-19,48,1.0,0.017661901094316673
2021-04-20,51,2.0,0.015280948713364292
2021-04-21,39,1.0,0.015280948713364292
2021-04-22,47,1.0,
2021-04-23,28,0.0,
2021-04-24,19,0.0,
2021-04-25,0,0.0,
2021-04-26,34,1.0,
2021-04-27,36,1.0,
2021-04-28,35,0.0,
2021-04-29,33,0.0,
2021-04-30,52,0.0,
2021-05-01,0,0.0,
2021-05-02,1,0.0,
2021-05-03,25,1.0,
2021-05-04,17,0.0,
2021-05-05,37,0.0,0.005714285714285777
2021-05-06,14,0.0,
2021-05-07,25,0.0,
2021-05-08,7,0.0,
2021-05-09,0,0.0,
2021-05-10,29,0.0,
2021-05-11,14,0.0,
2021-05-12,14,0.0,
2021-05-13,5,0.0,
2021-05-14,19,0.0,
2021-05-15,0,0.0,
2021-05-16,0,0.0,
2021-05-17,15,0.0,
2021-05-18,5,0.0,
2021-05-19,10,0.0,
2021-05-20,2,0.0,
2021-05-21,4,0.0,
2021-05-22,1,0.0,
2021-05-23,0,0.0,
2021-05-24,11,0.0,
2021-05-25,3,0.0,
2021-05-26,10,0.0,
2021-05-27,3,0.0,6.245004513516506e-17
2021-05-28,6,0.0,6.245004513516506e-17
2021-05-29,1,0.0,6.245004513516506e-17
2021-05-30,1,0.0,
2021-05-31,8,0.0,
2021-06-01,4,0.0,
2021-06-02,0,0.0,
2021-06-03,4,0.0,
2021-06-04,5,0.0,
2021-06-05,2,0.0,
2021-06-06,0,0.0,
2021-06-07,9,0.0,
2021-06-08,3,0.0,
2021-06-09,3,0.0,
2021-06-10,4,0.0,
2021-06-11,3,0.0,
2021-06-12,4,0.0,
2021-06-13,0,0.0,
2021-06-14,11,0.0,
2021-06-15,4,0.0,
2021-06-16,8,0.0,
2021-06-17,11,0.0,
2021-06-18,8,0.0,
2021-06-19,4,0.0,
2021-06-20,0,0.0,
2021-06-21,3,0.0,
2021-06-22,6,0.0,
2021-06-23,3,0.0,
2021-06-24,5,0.0,
2021-06-25,18,0.0,
2021-06-26,0,0.0,
2021-06-27,0,0.0,
2021-06-28,2,0.0,
2021-06-29,1,0.0,
2021-06-30,0,0.0,
2021-07-01,0,0.0,
2021-07-02,3,0.0,
2021-07-03,1,0.0,
2021-07-04,0,0.0,
2021-07-05,4,0.0,
2021-07-06,3,0.0,
2021-07-07,11,0.0,
2021-07-08,0,0.0,
2021-07-09,7,0.0,
2021-07-10,1,0.0,
2021-07-11,0,0.0,
2021-07-12,17,0.0,
2021-07-13,9,0.0,
2021-07-14,21,1.0,
2021-07-15,12,0.0,
2021-07-16,13,0.0,
2021-07-17,1,0.0,
2021-07-18,0,0.0,
2021-07-19,15,0.0,
2021-07-20,3,0.0,
2021-07-21,17,0.0,
2021-07-22,5,0.0,
2021-07-23,16,0.0,
2021-07-24,0,0.0,
2021-07-25,0,0.0,
2021-07-26,18,0.0,
2021-07-27,1,0.0,
2021-07-28,15,0.0,
2021-07-29,3,0.0,
2021-07-30,23,0.0,
2021-07-31,0,0.0,
2021-08-01,2,0.0,
2021-08-02,16,0.0,
2021-08-03,7,0.0,
2021-08-04,15,0.0,6.245004513516506e-17
2021-08-05,9,0.0,6.245004513516506e-17
2021-08-06,10,0.0,0.007936507936507999
2021-08-07,4,0.0,0.007936507936507999
2021-08-08,1,0.0,0.015873015873015935
2021-08-09,18,1.0,
2021-08-10,3,0.0,
2021-08-11,18,1.0,
2021-08-12,6,,
2021-08-13,20,,
2021-08-14,4,,
2021-08-15,0,,
2021-08-16,14,,
2021-08-17,10,,
2021-08-18,31,,
2021-08-19,1,,
2021-08-20,9,,
2021-08-21,2,,
