dt_PRELIEVO,positivi,deceduti,deceduti/positivi 7gg
2021-04-05,826,27.0,0.02228421703538738
2021-04-06,2238,45.0,0.023838994244307878
2021-04-07,2071,34.0,0.022579247834373734
2021-04-08,1828,30.0,0.020263879515657824
2021-04-09,2096,49.0,0.0181597616262695
2021-04-10,1739,30.0,0.018150950123506964
2021-04-11,1026,16.0,0.017468313543846033
2021-04-12,2283,41.0,0.017673586541434676
2021-04-13,2195,44.0,0.016087636861197498
2021-04-14,2148,25.0,0.016104761149903304
2021-04-15,2017,36.0,0.016427989856590657
2021-04-16,1955,24.0,0.016775130393232543
2021-04-17,1727,30.0,0.01684038016793568
2021-04-18,952,17.0,0.017582230091156253
2021-04-19,2109,43.0,0.017333031029010095
2021-04-20,1951,40.0,0.017852165255914015
2021-04-21,2020,34.0,0.016820079195212213
2021-04-22,1925,31.0,0.01713895674623262
2021-04-23,2137,34.0,0.01617500294635901
2021-04-24,1774,18.0,0.015423115754140345
2021-04-25,896,18.0,0.01449667694220062
2021-04-26,1906,26.0,0.014314764423726357
2021-04-27,1903,29.0,0.013589633247192331
2021-04-28,1933,20.0,0.013068773285584161
2021-04-29,1888,28.0,0.012562941520253916
2021-04-30,1846,20.0,0.013249948840034803
2021-05-01,923,6.0,0.01208181322984962
2021-05-02,846,14.0,0.011587590495115199
2021-05-03,1626,30.0,0.010649583971592496
2021-05-04,1416,10.0,0.010900037743173028
2021-05-05,1452,10.0,0.011076904220161821
2021-05-06,1331,11.0,0.011561840875311244
2021-05-07,1430,18.0,0.0109789923949728
2021-05-08,1163,9.0,0.011471001155156976
2021-05-09,702,14.0,0.0108792421420389
2021-05-10,1183,17.0,0.010962827100925549
2021-05-11,1047,11.0,0.010969136580919239
2021-05-12,1093,3.0,0.012281513691745719
2021-05-13,904,8.0,0.0111641125743446
2021-05-14,950,12.0,0.01147575243126676
2021-05-15,709,12.0,0.011788924500476488
2021-05-16,330,4.0,0.013583407814649106
2021-05-17,725,12.0,0.01416250328383878
2021-05-18,630,8.0,0.013994653216772587
2021-05-19,588,9.0,0.01248283148649709
2021-05-20,465,6.0,0.01282162312963656
2021-05-21,611,7.0,0.012706809895083982
2021-05-22,473,3.0,0.012550026377345874
2021-05-23,207,3.0,0.012744389837015455
2021-05-24,508,8.0,0.012196828262462439
2021-05-25,431,5.0,0.011408823345533992
2021-05-26,420,7.0,0.014025257564389364
2021-05-27,441,4.0,0.01442858094907921
2021-05-28,505,3.0,0.015385859248475455
2021-05-29,365,9.0,0.01540596709137742
2021-05-30,231,4.0,0.01581247115641807
2021-05-31,490,11.0,0.016528787193228502
2021-06-01,511,6.0,0.01709455805602907
2021-06-02,205,4.0,0.014250709424265167
2021-06-03,426,6.0,0.014459755910977649
2021-06-04,505,5.0,0.014439163499823065
2021-06-05,421,2.0,0.0139522564082193
2021-06-06,213,4.0,0.012512508857104974
2021-06-07,269,6.0,0.012439673655852208
2021-06-08,240,2.0,0.013269075967811154
2021-06-09,212,2.0,0.015211651686237294
2021-06-10,221,3.0,0.01456970476662438
2021-06-11,191,3.0,0.011383300093230858
2021-06-12,109,2.0,0.01133568104561181
2021-06-13,70,1.0,0.011188452342809935
2021-06-14,182,0.0,0.009249215109455053
2021-06-15,125,1.0,0.008292386927495982
2021-06-16,119,1.0,0.007550854196586138
2021-06-17,110,0.0,0.009974323584341239
2021-06-18,111,1.0,0.012278471049779027
2021-06-19,76,1.0,0.011135613906921884
2021-06-20,32,1.0,0.013419454272336342
2021-06-21,124,2.0,0.015903926322025783
2021-06-22,92,0.0,0.01937882979692926
2021-06-23,123,3.0,0.020571327169392677
2021-06-24,115,2.0,0.020571327169392677
2021-06-25,90,3.0,0.02283860827538346
2021-06-26,93,2.0,0.027895498288025684
2021-06-27,32,1.0,0.028012618306764887
2021-06-28,125,4.0,0.02667100339993259
2021-06-29,113,4.0,0.023852733234723648
2021-06-30,119,3.0,0.021823289481710313
2021-07-01,125,1.0,0.02039851744523615
2021-07-02,147,2.0,0.016754732658594222
2021-07-03,137,1.0,0.014343345291454642
2021-07-04,47,1.0,0.011505846655636679
2021-07-05,154,1.0,0.012770694167675203
2021-07-06,162,3.0,0.012330818969475622
2021-07-07,187,1.0,0.011288066101905235
2021-07-08,178,3.0,0.008248552424093685
2021-07-09,190,2.0,0.007320908639307043
2021-07-10,166,0.0,0.005456046118706817
2021-07-11,54,0.0,0.006580084039842432
2021-07-12,203,0.0,0.004827687379704302
2021-07-13,183,1.0,0.003856977021719788
2021-07-14,227,3.0,0.004977425200991497
2021-07-15,218,1.0,0.007018241527522109
2021-07-16,268,1.0,0.007955009677405013
2021-07-17,255,2.0,0.007693850071983113
2021-07-18,70,1.0,0.0066364349944881265
2021-07-19,305,2.0,0.0064895154084748715
2021-07-20,275,1.0,0.005956466367963145
2021-07-21,344,2.0,0.004836018188691436
2021-07-22,281,1.0,0.002795201862160824
2021-07-23,365,0.0,0.002762592844285153
2021-07-24,220,0.0,0.0034711106874734834
2021-07-25,76,0.0,0.0041095139533652405
2021-07-26,316,2.0,0.0043671155867504126
2021-07-27,349,3.0,0.0049776161972510235
2021-07-28,389,4.0,0.0049776161972510235
2021-07-29,373,2.0,0.006797452411991696
2021-07-30,468,2.0,0.006799363953496998
2021-07-31,314,0.0,0.005829230469631653
2021-08-01,157,2.0,0.005810588743109511
2021-08-02,473,3.0,0.0058238194802008375
2021-08-03,554,1.0,0.005464385904598545
2021-08-04,591,6.0,0.006622687062899703
2021-08-05,550,3.0,0.005528014009870416
2021-08-06,569,1.0,0.005662796836227775
2021-08-07,370,3.0,0.006133794931185202
2021-08-08,197,1.0,0.005975124510629907
2021-08-09,549,4.0,0.00589163656999911
2021-08-10,588,3.0,0.005885187930404119
2021-08-11,553,5.0,0.00547482992842308
2021-08-12,616,3.0,0.007072547138372554
2021-08-13,584,1.0,0.006319712071682383
2021-08-14,382,2.0,0.006295736315966563
2021-08-15,123,2.0,0.005219551216805186
2021-08-16,496,1.0,0.004828417829936191
2021-08-17,608,3.0,0.004583799434632864
2021-08-18,663,1.0,0.0038358562783127443
2021-08-19,469,1.0,0.0015129759066518848
2021-08-20,585,0.0,0.0012249574734721613
2021-08-21,409,0.0,0.0005200702554270485
2021-08-22,190,0.0,0.0005376453617652294
2021-08-23,652,0.0,0.000680873944079173
2021-08-24,567,0.0,
2021-08-25,613,1.0,
2021-08-26,319,1.0,
