date,confirmed,deceased,deceduti/positivi 7gg
2020-08-12,618,9.0,0.010223048327137546
2020-08-13,534,3.0,0.009085402786190187
2020-08-14,597,4.0,0.009409751924721984
2020-08-15,292,4.0,0.009592947886958776
2020-08-16,255,2.0,0.0070838252656434475
2020-08-17,692,9.0,0.006469115191986645
2020-08-18,869,6.0,0.006194206595008198
2020-08-19,996,2.0,0.005365853658536586
2020-08-20,1091,4.0,0.0061190148386109835
2020-08-21,1294,7.0,0.0055278414453283
2020-08-22,953,3.0,0.005945745076179859
2020-08-23,642,9.0,0.007238762405137186
2020-08-24,1572,10.0,0.008282036933407946
2020-08-25,1525,13.0,0.008861320336730172
2020-08-26,1488,16.0,0.00967990320096799
2020-08-27,1461,16.0,0.00970332366718715
2020-08-28,1387,13.0,0.010511882998171846
2020-08-29,1016,11.0,0.011539806504254575
2020-08-30,517,8.0,0.01159151501101194
2020-08-31,1358,15.0,0.012195121951219513
2020-09-01,1352,20.0,0.012690925426774483
2020-09-02,1536,17.0,0.01312861593235425
2020-09-03,1526,22.0,0.013462394303515798
2020-09-04,1599,20.0,0.013973799126637555
2020-09-05,1100,16.0,0.014113118785416445
2020-09-06,517,11.0,0.015124081371818084
2020-09-07,1530,22.0,0.015220378395518444
2020-09-08,1545,24.0,0.0150471548161492
2020-09-09,1572,27.0,0.014715156611309649
2020-09-10,1598,24.0,0.01519916142557652
2020-09-11,1575,18.0,0.014925373134328358
2020-09-12,1177,14.0,0.014830725171320445
2020-09-13,543,16.0,0.01450318864431187
2020-09-14,1571,20.0,0.0139824453970198
2020-09-15,1741,26.0,0.014147653681378897
2020-09-16,1517,23.0,0.015202369200394866
2020-09-17,1674,20.0,0.014925373134328358
2020-09-18,1814,23.0,0.01405908615939964
2020-09-19,1270,26.0,0.0143486823595611
2020-09-20,597,14.0,0.015212890449185345
2020-09-21,1914,16.0,0.015441630636195183
2020-09-22,1877,31.0,0.015685934656382704
2020-09-23,1963,39.0,0.01507752934121477
2020-09-24,1898,26.0,0.01530183285690264
2020-09-25,2020,29.0,0.01649620587264929
2020-09-26,1404,21.0,0.01659318637274549
2020-09-27,818,20.0,0.016840972008612735
2020-09-28,2144,34.0,0.017789526327070086
2020-09-29,2228,38.0,0.01890409147993919
2020-09-30,2492,51.0,0.019074750727689355
2020-10-01,2891,56.0,0.020970782280867108
2020-10-02,3152,66.0,0.023184647302904565
2020-10-03,2422,43.0,0.02347266881028939
2020-10-04,1647,68.0,0.022928120545713703
2020-10-05,4448,125.0,0.02278077577776973
2020-10-06,4718,102.0,0.02217942545337827
2020-10-07,5277,103.0,0.022249869799201436
2020-10-08,5947,122.0,0.023099293726630662
2020-10-09,6696,128.0,0.022796761490105913
2020-10-10,5829,121.0,0.02302503567259048
2020-10-11,3190,133.0,0.022324258899925075
2020-10-12,9226,223.0,0.022546120995210677
2020-10-13,10089,235.0,0.022515467754190638
2020-10-14,11074,200.0,0.02264554794520548
2020-10-15,11733,264.0,0.022928487240632622
2020-10-16,13348,276.0,0.022704264302822293
2020-10-17,11420,256.0,0.02261830773328598
2020-10-18,6076,219.0,0.022972959631958775
2020-10-19,17258,389.0,0.022589842956894802
2020-10-20,19195,434.0,0.022501333205982313
2020-10-21,22263,489.0,0.022880064539261384
2020-10-22,23721,496.0,0.023575198746507042
2020-10-23,25704,544.0,0.024027161138678504
2020-10-24,19655,492.0,0.02364804070615246
2020-10-25,10697,421.0,0.023671110801684825
2020-10-26,28096,712.0,0.023558159032742033
2020-10-27,31019,657.0,0.023341258968827584
2020-10-28,33470,758.0,0.023811224854305514
2020-10-29,32655,687.0,0.023833408106786573
2020-10-30,34929,720.0,0.02398407890308325
2020-10-31,25092,711.0,0.024360708778369582
2020-11-01,13116,483.0,0.024290184791795153
2020-11-02,34730,901.0,0.02453001483580966
2020-11-03,37414,890.0,0.024590058074209283
2020-11-04,40959,925.0,0.024649374788779994
2020-11-05,39565,909.0,0.024995287464655985
2020-11-06,41413,893.0,0.024842948068437006
2020-11-07,29523,834.0,0.02487106017191977
2020-11-08,15121,615.0,0.025323618580291276
2020-11-09,37804,941.0,0.025631543958783448
2020-11-10,39915,959.0,0.026057907393495804
2020-11-11,38765,980.0,0.02586610931661283
2020-11-12,38139,947.0,0.025929823965777726
2020-11-13,39010,933.0,0.02660612765303115
2020-11-14,28081,751.0,0.026585660117200965
2020-11-15,13922,599.0,0.026417444397507196
2020-11-16,36287,1060.0,0.02610170389803111
2020-11-17,37876,900.0,0.0262144671090358
2020-11-18,36306,876.0,0.0258685130160154
2020-11-19,34940,791.0,0.025254491586584115
2020-11-20,32314,783.0,0.024988634791374302
2020-11-21,22399,528.0,0.02529808190772421
2020-11-22,10494,381.0,0.025685285821635102
2020-11-23,28043,798.0,0.02638873806162516
2020-11-24,28404,723.0,0.026947921477367465
2020-11-25,27052,713.0,0.02777829150561299
2020-11-26,26255,691.0,0.028276363089795458
2020-11-27,24082,659.0,0.02867315976531282
2020-11-28,17883,541.0,0.02948133073673003
2020-11-29,7955,390.0,0.03005878474122087
2020-11-30,22276,696.0,0.030956910037677095
2020-12-01,22896,685.0,0.03128850587746154
2020-12-02,21207,623.0,0.031637458503821506
2020-12-03,19858,621.0,0.03130992916128527
2020-12-04,20210,583.0,0.03159008222076194
2020-12-05,15128,500.0,0.032587228439763
2020-12-06,6180,292.0,0.03265302347947511
2020-12-07,19307,638.0,0.03213102686786897
2020-12-08,7478,307.0,0.03204457732073271
2020-12-09,19976,590.0,0.031462291037872486
2020-12-10,20401,582.0,0.03125792484197278
2020-12-11,19567,553.0,0.03096478551871007
2020-12-12,14108,405.0,0.03015473687838164
2020-12-13,5632,253.0,0.02986079729214847
2020-12-14,18022,567.0,0.029504432094796307
2020-12-15,18362,550.0,0.029661735607274097
2020-12-16,16765,460.0,0.029745555809872586
2020-12-17,16409,424.0,0.02979944321345378
2020-12-18,16832,489.0,0.02885129458489269
2020-12-19,12834,376.0,0.02817234177275004
2020-12-20,6382,281.0,0.02813327653584724
2020-12-21,17160,442.0,0.028387493478422895
2020-12-22,19431,509.0,0.029513962009855538
2020-12-23,18938,517.0,0.03039523804235566
2020-12-24,15759,433.0,0.030539282781275663
2020-12-25,4468,245.0,0.03110281416631798
2020-12-26,7909,310.0,0.030535524051462756
2020-12-27,7660,333.0,0.029125739138933685
2020-12-28,19042,552.0,0.028580369250026078
2020-12-29,23848,591.0,0.02807554395779751
2020-12-30,23629,516.0,0.027500503912993943
2020-12-31,18901,467.0,0.027133032920483566
2021-01-01,5545,222.0,0.026552111581383955
2021-01-02,15482,457.0,0.026548003227107705
2021-01-03,8284,308.0,0.028205324797301184
2021-01-04,22682,582.0,0.028391462877388998
2021-01-05,24469,607.0,0.027202964614829635
2021-01-06,8979,300.0,0.026982681532163454
2021-01-07,21246,553.0,0.02717409364303991
2021-01-08,20830,511.0,0.027676404337425135
2021-01-09,15403,428.0,0.028030880043630756
2021-01-10,6763,290.0,0.02729887608529678
2021-01-11,16848,481.0,0.028269719380767524
2021-01-12,16278,418.0,0.02864572833931379
2021-01-13,15274,394.0,0.028889758036384394
2021-01-14,14477,471.0,0.028735694176275795
2021-01-15,14169,360.0,0.028964630795142273
2021-01-16,10792,319.0,0.029356842951075702
2021-01-17,4869,221.0,0.02982784085664174
2021-01-18,14389,431.0,0.028714783755771224
2021-01-19,14391,398.0,0.028601946356515546
2021-01-20,13577,385.0,0.02855916337749371
2021-01-21,12717,324.0,0.02876993601375227
2021-01-22,13525,332.0,0.028507827086026137
2021-01-23,10393,304.0,0.02787477279249976
2021-01-24,4776,236.0,0.027275785831010285
2021-01-25,14177,403.0,0.026924659357680486
2021-01-26,14459,347.0,0.026098951403215373
2021-01-27,13177,324.0,0.02566111655239961
2021-01-28,12131,279.0,0.024845024869526867
2021-01-29,12806,245.0,0.02439386809975482
2021-01-30,10154,262.0,0.023988211935415393
2021-01-31,4722,168.0,0.023472712971171015
2021-02-01,13309,345.0,0.023426422538684422
2021-02-02,13782,298.0,0.023598170836084415
2021-02-03,13189,283.0,0.02293722954247095
2021-02-04,13143,299.0,0.023002200527640328
2021-02-05,13487,275.0,0.02209049116864263
2021-02-06,10636,219.0,0.021352697593470565
2021-02-07,4707,173.0,0.021200696747715287
2021-02-08,13716,279.0,0.021011506301069634
2021-02-09,14437,251.0,0.021085925144965736
2021-02-10,13692,281.0,0.021084884523622095
2021-02-11,13279,286.0,0.020709627178039522
2021-02-12,13001,271.0,0.02111862323294407
2021-02-13,9739,200.0,0.021492220038807113
2021-02-14,4320,134.0,0.021482184453455268
2021-02-15,12882,295.0,0.02159077109896782
2021-02-16,14000,272.0,0.020644125045764294
2021-02-17,13916,285.0,0.020512234164189343
2021-02-18,14492,321.0,0.02089572403233433
2021-02-19,15324,241.0,0.02107206111431193
2021-02-20,12526,246.0,0.021285156721522553
2021-02-21,5682,196.0,0.02050629062298073
2021-02-22,17786,414.0,0.019874828547811318
2021-02-23,19686,413.0,0.020029082851504346
2021-02-24,19740,327.0,0.020145240960306975
2021-02-25,19345,351.0,0.020046286275619787
2021-02-26,20767,367.0,0.019423574034257
2021-02-27,15831,326.0,0.01904560114885703
2021-02-28,6967,210.0,0.01922608536808135
2021-03-01,21843,418.0,0.019136623307159147
2021-03-02,22938,428.0,0.019569599327136415
2021-03-03,23693,426.0,0.01954343898833963
2021-03-04,22572,401.0,0.019667085115286143
2021-03-05,24074,490.0,0.020091253901384203
2021-03-06,17960,364.0,0.02073584102979319
2021-03-07,7917,246.0,0.021011762792714658
2021-03-08,23744,516.0,0.02085548702679711
2021-03-09,25778,579.0,0.020708731070358196
2021-03-10,25539,505.0,0.02076092980797444
2021-03-11,25452,438.0,0.020815095807800797
2021-03-12,25092,489.0,0.020767733717825206
2021-03-13,19843,411.0,0.020134749432071917
2021-03-14,8767,272.0,0.020188995043927346
2021-03-15,24192,518.0,0.020392978020096663
2021-03-16,25624,478.0,0.02052768338996602
2021-03-17,24579,494.0,0.02073011645905008
2021-03-18,23769,435.0,0.020717379956477232
2021-03-19,23316,473.0,0.02064524059934711
2021-03-20,17702,397.0,0.02081739286280511
2021-03-21,8327,261.0,0.02097960201071829
2021-03-22,23109,485.0,0.021252453812633132
2021-03-23,24269,475.0,0.021282524643839913
2021-03-24,23934,504.0,0.021057491849841195
2021-03-25,22997,458.0,0.02114773977835879
2021-03-26,23207,475.0,0.021040442837776775
2021-03-27,17099,352.0,0.02062024559104248
2021-03-28,8048,268.0,0.020412296564195298
2021-03-29,22078,448.0,0.02032675050139806
2021-03-30,23033,390.0,0.020161803336351865
2021-03-31,21788,431.0,0.019968753792015532
2021-04-01,21365,413.0,0.019730636606825315
2021-04-02,20208,392.0,0.020123433047187788
2021-04-03,15336,291.0,0.02071853446702916
2021-04-04,5534,187.0,0.02022539275108434
2021-04-05,7130,198.0,0.019939859282398623
2021-04-06,18251,359.0,0.019706562154557333
2021-04-07,18923,319.0,0.019218992406303585
2021-04-08,17377,303.0,0.018696025453259938
2021-04-09,16959,304.0,0.017608359133126934
2021-04-10,13802,213.0,0.017391142260662094
2021-04-11,6563,155.0,0.0170316301703163
2021-04-12,16653,258.0,0.016842001769737488
2021-04-13,17019,314.0,0.016341607861638376
2021-04-14,16021,231.0,0.016587677725118485
2021-04-15,14693,238.0,0.01663684035292159
2021-04-16,14872,219.0,0.016544665276418267
2021-04-17,11239,195.0,0.01582353832499946
2021-04-18,5615,144.0,0.015689167318088233
2021-04-19,14529,214.0,0.015082788985127927
2021-04-20,15425,221.0,0.014839379626838173
2021-04-21,14454,194.0,0.014239295576281149
2021-04-22,14035,173.0,0.013900199689867134
2021-04-23,14262,188.0,0.013249667065435749
2021-04-24,11853,150.0,0.012804668726398901
2021-04-25,5081,106.0,0.012322538095733972
2021-04-26,13496,142.0,0.012247310556803405
2021-04-27,14209,166.0,0.011761590041773509
2021-04-28,13491,140.0,0.01149142353733741
2021-04-29,12198,144.0,0.011446396408154742
2021-04-30,12739,129.0,0.011772136589036862
2021-05-01,5974,60.0,0.011408973192412682
2021-05-02,4511,96.0,0.011410228350477858
2021-05-03,11291,141.0,0.01106763895443543
2021-05-04,11231,105.0,0.011005076794550478
2021-05-05,10591,107.0,0.010851248129773998
2021-05-06,9350,89.0,0.010323633919139538
2021-05-07,9296,87.0,0.009916378072472337
2021-05-08,7225,64.0,0.00951583299178502
2021-05-09,3494,52.0,0.009509944793163427
2021-05-10,8008,83.0,0.009244284715982829
2021-05-11,8153,52.0,0.009131936351886772
2021-05-12,7366,76.0,0.009087062072651952
2021-05-13,6543,49.0,0.00885525680244727
2021-05-14,6408,55.0,0.008656950014672796
2021-05-15,4927,41.0,0.009155698902356553
2021-05-16,2072,29.0,0.009040989516889456
2021-05-17,5423,52.0,0.009368442828855987
2021-05-18,5707,50.0,0.009256644387963224
2021-05-19,4978,50.0,0.009144542772861357
2021-05-20,4322,40.0,0.008849854178539104
2021-05-21,4440,33.0,0.00882986613922933
2021-05-22,3568,25.0,0.00876532992250395
2021-05-23,1393,14.0,0.00816812053925456
2021-05-24,3905,38.0,0.008164275111331025
2021-05-25,3976,33.0,0.008281216303644598
2021-05-26,3616,23.0,0.008658591296545537
2021-05-27,3354,32.0,0.008844740781058647
2021-05-28,3373,27.0,0.008777340228685296
2021-05-29,2673,26.0,0.008411677387431964
2021-05-30,1150,16.0,0.009194886745907155
2021-05-31,2935,28.0,0.008422887017136218
2021-06-01,3109,18.0,0.008278244297540349
2021-06-02,1242,17.0,0.007848711451702614
2021-06-03,2733,13.0,0.00807006568658117
2021-06-04,2949,21.0,0.007293035479632063
2021-06-05,2063,14.0,0.007522497187851519
2021-06-06,954,18.0,0.007162646124738158
2021-06-07,2170,10.0,0.007507399119324334
2021-06-08,2113,14.0,0.007874635798094339
2021-06-09,1817,16.0,0.007469654528478058
2021-06-10,1787,11.0,0.006680731364275668
2021-06-11,1795,17.0,0.006946400075096217
2021-06-12,1145,2.0,0.00681240467717336
2021-06-13,549,6.0,0.006406080347448426
2021-06-14,1447,8.0,0.006211908110642288
2021-06-15,1295,7.0,0.005636689725851908
2021-06-16,1192,8.0,0.006157965194109772
2021-06-17,1109,5.0,0.006049773133507494
2021-06-18,1069,8.0,0.006509838733540465
2021-06-19,809,4.0,0.007057716436637391
2021-06-20,352,4.0,0.007563025210084034
2021-06-21,933,8.0,0.00800711743772242
2021-06-22,912,8.0,0.008172362555720654
2021-06-23,766,8.0,0.00959877135726627
2021-06-24,779,5.0,0.009966777408637873
2021-06-25,833,7.0,0.0102
2021-06-26,634,10.0,0.010679811049496817
2021-06-27,260,5.0,0.010685483870967741
2021-06-28,816,8.0,0.010039370078740157
2021-06-29,781,9.0,0.0090263107355483
2021-06-30,857,9.0,0.007813953488372093
2021-07-01,899,3.0,0.007806826434277415
2021-07-02,960,3.0,0.006881128505074832
2021-07-03,802,5.0,0.006116687578419071
2021-07-04,393,6.0,0.005365926367565956
2021-07-05,1121,5.0,0.005437055625261397
2021-07-06,1344,8.0,0.00612218314445747
2021-07-07,1190,6.0,0.005710814094775213
2021-07-08,1363,6.0,0.005236820667985569
2021-07-09,1464,11.0,0.005831212892281595
2021-07-10,1355,5.0,0.00546345139412208
2021-07-11,756,4.0,0.005265357292101964
2021-07-12,1960,15.0,0.004903395784543326
2021-07-13,2528,11.0,0.0041128828144773475
2021-07-14,2539,11.0,0.0039365520435336344
2021-07-15,3062,10.0,0.003964757709251102
2021-07-16,3604,9.0,0.0037856440511307766
2021-07-17,2825,8.0,0.003743998590494648
2021-07-18,1642,8.0,0.0036939942802669207
2021-07-19,4140,20.0,0.0038136848341232227
2021-07-20,4891,19.0,0.003961910057690971
2021-07-21,5012,19.0,0.004082852021509659
2021-07-22,4894,20.0,0.0041118689423359335
2021-07-23,5370,20.0,0.0039060115959719255
2021-07-24,4177,17.0,0.004034144059869037
2021-07-25,2159,11.0,0.004509359047078843
2021-07-26,6267,22.0,0.004860669999171477
2021-07-27,6329,29.0,0.005096093898240763
2021-07-28,6064,40.0,0.005767135301777979
2021-07-29,5843,37.0,0.006185894046737866
2021-07-30,6052,32.0,0.006555485630375498
2021-07-31,4913,46.0,0.006505695698012292
2021-08-01,2360,28.0,0.006537584850837863
2021-08-02,6575,38.0,0.006158792975513232
2021-08-03,7082,32.0,0.006397720962796649
2021-08-04,7098,48.0,0.00599479969183359
2021-08-05,6350,25.0,0.006311243979405415
2021-08-06,7043,48.0,0.006936117185112036
2021-08-07,5028,30.0,0.0074041097495255274
2021-08-08,2971,45.0,0.007368570213971943
2021-08-09,6959,67.0,0.00838236667600635
2021-08-10,7230,53.0,0.008880618109865259
2021-08-11,6761,44.0,0.009391887108573046
2021-08-12,6836,72.0,0.00929506424882911
2021-08-13,6667,66.0,0.009661601204058843
2021-08-14,4953,51.0,0.009898838697216254
2021-08-15,2229,34.0,0.010356731875719217
2021-08-16,6518,78.0,0.010360090919966503
2021-08-17,7455,65.0,0.010003066978082903
2021-08-18,7054,66.0,0.010087126683129105
2021-08-19,6919,73.0,0.010250308882075688
2021-08-20,7259,57.0,0.009639144275505888
2021-08-21,5492,60.0,0.009587494187720036
2021-08-22,3009,49.0,0.009650735294117647
2021-08-23,7733,63.0,0.009289689321239209
2021-08-24,7697,65.0,0.009693517046458223
2021-08-25,7587,74.0,0.00939309552225611
2021-08-26,6865,56.0,0.009866306010686651
2021-08-27,6905,72.0,0.009848090376038577
2021-08-28,5450,46.0,0.009530167353421883
2021-08-29,2866,69.0,0.009719069239500567
2021-08-30,6801,53.0,0.009868024223707385
2021-08-31,6967,44.0,0.009341429238673517
2021-09-01,6434,71.0,0.009836230535080879
2021-09-02,6024,54.0,0.008833065277884149
2021-09-03,6137,43.0,0.008800273202511361
2021-09-04,4522,57.0,0.009275785602249986
2021-09-05,2286,24.0,0.009406051133191916
2021-09-06,5697,42.0,0.009333141293389025
2021-09-07,5878,52.0,0.009703824973954457
2021-09-08,5284,65.0,0.009316864435070255
2021-09-09,4911,41.0,0.009456046325386559
2021-09-10,5017,45.0,0.009928853754940712
2021-09-11,3878,38.0,0.010380510591364713
2021-09-12,1801,24.0,0.009509344251469326
2021-09-13,4856,49.0,0.010160680529300567
2021-09-14,5080,58.0,0.010197051123053604
2021-09-15,4743,33.0,0.010145181039006471
2021-09-16,4249,54.0,0.010231707745859851
2021-09-17,4421,40.0,0.009934132383111974
2021-09-18,3435,32.0,0.009461834773177755
2021-09-19,1657,25.0,0.009595214047082589
2021-09-20,4198,34.0,0.008903505253870217
2021-09-21,4036,35.0,0.008941196040921567
2021-09-22,3746,27.0,0.008760309388487672
2021-09-23,3441,29.0,0.00838911588281318
2021-09-24,3533,33.0,0.008432383942588025
2021-09-25,2790,22.0,0.008047185771112433
2021-09-26,1262,13.0,0.008408826945412312
2021-09-27,3487,29.0,0.008240471954302837
2021-09-28,3612,23.0,0.008038277511961723
2021-09-29,3400,32.0,0.008333333333333333
2021-09-30,3274,24.0,0.008863348592578164
2021-10-01,3075,25.0,0.00856189954701578
2021-10-02,2650,27.0,0.009302325581395349
2021-10-03,1036,22.0,0.009058829725601727
2021-10-04,3042,19.0,0.009556907037358819
2021-10-05,3088,33.0,0.009514800801246384
2021-10-06,2822,22.0,0.009998850706815308
2021-10-07,2703,28.0,0.010317505557772331
2021-10-08,2631,20.0,0.01082908382513035
2021-10-09,2080,30.0,0.010359964881474977
2021-10-10,1177,29.0,0.011793291454308404
2021-10-11,2952,27.0,0.011992400854903823
2021-10-12,2720,21.0,0.012133645955451348
2021-10-13,2611,44.0,0.011894400928343487
