date,hospitalizations,intensive_care,intensive_care_/_hospitalizations_7_days_moving_average
2021-03-17,42,9,0.29420992643042343
2021-03-18,32,14,0.322781355001852
2021-03-19,30,10,0.3153757171614316
2021-03-20,37,11,0.31524770896890725
2021-03-21,30,15,0.29967305805591044
2021-03-22,39,9,0.2804631013459537
2021-03-23,31,6,0.2728440537269062
2021-03-24,19,2,0.26142891187698164
2021-03-25,33,10,0.20863388082108103
2021-03-26,25,7,0.22125955302122133
2021-03-27,23,5,0.20891590588494746
2021-03-28,23,3,0.21335883138050457
2021-03-29,47,15,0.205783073804747
2021-03-30,28,3,0.20659940033535926
2021-03-31,22,3,0.20232921399995552
2021-04-01,20,5,0.20410383689259085
2021-04-02,21,6,0.18572201607915906
2021-04-03,16,3,0.21389415449974467
2021-04-04,21,3,0.20869934930493952
2021-04-05,21,4,0.2150018703133429
2021-04-06,23,7,0.19132840092558778
2021-04-07,20,2,0.17247919457638144
2021-04-08,17,5,0.15207103131107533
2021-04-09,25,3,0.14970486745422826
2021-04-10,18,1,0.13797263833069476
2021-04-11,16,0,0.14511549547355188
2021-04-12,23,4,0.12095583160800565
2021-04-13,18,4,0.1038129744651485
2021-04-14,20,3,0.10886347951565356
2021-04-15,8,1,0.13267300332517737
2021-04-16,8,0,0.14079531579531593
2021-04-17,11,1,0.15666833166833177
2021-04-18,6,1,0.14714452214452226
2021-04-19,13,3,0.1435730935730937
2021-04-20,18,6,0.1554778554778556
2021-04-21,12,1,0.20742590742590755
2021-04-22,10,1,0.2121878121878123
2021-04-23,12,1,0.2173160173160174
2021-04-24,11,5,0.1901051329622759
2021-04-25,5,1,0.17820037105751402
2021-04-26,15,4,0.1769016697588127
2021-04-27,7,1,0.1649969078540508
2021-04-28,8,0,0.22704596990311282
2021-04-29,11,1,0.22704596990311282
2021-04-30,12,0,0.21276025561739856
2021-05-01,9,8,0.22409812409812416
2021-05-02,5,1,0.22409812409812416
2021-05-03,12,2,0.2111111111111112
2021-05-04,9,2,0.25007215007215017
2021-05-05,4,0,0.14349618635332928
2021-05-06,7,0,0.21016285301999596
2021-05-07,11,3,0.18635332921047215
2021-05-08,7,1,0.1750154607297465
2021-05-09,3,2,0.20358688930117505
2021-05-10,7,0,0.2750154607297465
2021-05-11,7,1,0.2717687074829932
2021-05-12,5,1,0.32278911564625856
2021-05-13,2,1,0.28112244897959193
2021-05-14,4,1,0.28112244897959193
2021-05-15,4,2,0.28452380952380957
2021-05-16,8,3,0.2967687074829932
2021-05-17,3,0,0.2253401360544218
2021-05-18,6,1,0.2253401360544218
2021-05-19,7,2,0.17588958660387233
2021-05-20,5,0,0.12231815803244375
2021-05-21,8,2,0.12231815803244375
2021-05-22,13,2,0.09850863422291996
2021-05-23,3,0,0.1434065934065934
2021-05-24,4,0,0.1434065934065934
2021-05-25,3,0,0.10769230769230768
2021-05-26,5,3,0.08571428571428572
2021-05-27,5,0,0.08571428571428572
2021-05-28,4,0,0.08571428571428572
2021-05-29,7,0,0.08571428571428572
2021-05-30,2,0,0.0
2021-05-31,2,0,0.0
2021-06-01,2,0,0.0
2021-06-02,5,0,0.0
2021-06-03,1,0,0.0
2021-06-04,4,0,0.0
2021-06-05,3,0,0.0
2021-06-06,3,0,0.0
2021-06-07,1,0,
2021-06-08,1,0,
2021-06-09,1,0,
2021-06-10,0,0,
2021-06-11,1,0,
2021-06-12,3,0,
2021-06-13,1,1,
2021-06-14,1,0,0.14285714285714285
2021-06-15,3,0,
2021-06-16,3,0,
2021-06-17,1,0,
2021-06-18,0,0,
2021-06-19,0,0,
2021-06-20,1,0,
2021-06-21,1,0,
2021-06-22,0,0,
2021-06-23,0,0,
2021-06-24,1,0,
2021-06-25,1,0,
2021-06-26,2,0,
2021-06-27,1,0,
2021-06-28,2,0,
2021-06-29,1,0,
2021-06-30,0,0,
2021-07-01,1,0,
2021-07-02,1,0,
2021-07-03,0,0,
2021-07-04,3,1,
2021-07-05,0,0,
2021-07-06,1,0,
2021-07-07,1,0,
2021-07-08,1,0,
2021-07-09,1,0,
2021-07-10,0,0,
2021-07-11,0,0,
2021-07-12,2,0,
2021-07-13,1,0,
2021-07-14,0,0,
2021-07-15,3,0,
2021-07-16,1,0,
2021-07-17,1,1,
2021-07-18,2,0,0.14285714285714285
2021-07-19,4,0,
2021-07-20,1,0,
2021-07-21,1,0,
2021-07-22,0,0,
2021-07-23,3,0,
2021-07-24,1,0,
2021-07-25,2,0,
2021-07-26,5,0,0.0
2021-07-27,6,0,0.0
2021-07-28,5,0,0.0
2021-07-29,4,0,0.0
2021-07-30,2,0,0.0
2021-07-31,3,0,0.0
2021-08-01,6,0,0.0
2021-08-02,9,0,0.0
2021-08-03,1,0,0.0
2021-08-04,9,0,0.0
2021-08-05,3,0,0.0
2021-08-06,3,0,0.0
2021-08-07,5,0,0.0
2021-08-08,8,0,0.0
2021-08-09,10,0,0.0
2021-08-10,1,0,0.0
2021-08-11,4,0,0.015873015873015872
2021-08-12,4,0,0.015873015873015872
2021-08-13,5,0,0.044444444444444446
2021-08-14,9,1,0.06485260770975057
2021-08-15,5,0,0.11247165532879819
2021-08-16,5,1,0.11247165532879819
2021-08-17,7,1,0.11247165532879819
2021-08-18,3,1,0.09659863945578231
2021-08-19,5,0,0.09659863945578231
2021-08-20,4,0,0.06802721088435375
2021-08-21,8,0,0.04761904761904762
2021-08-22,2,0,0.07142857142857142
2021-08-23,7,0,0.11904761904761904
2021-08-24,3,0,
2021-08-25,4,2,
2021-08-26,6,2,
